UniquePlayer,MaddenPlayer,PerfMatch,PerfName,DKPointsName,Status
Marvelle RossWR15260884,,,,,NoMatch
Trey BurtonTE15260867,Trey BurtonTE15260867,,,,NoMatch
James O'ShaughnessyTE15260884,James O'ShaughnessyTE15260884,James O'ShaughnessyTE15260884,James O'Shaughnessy,"O'Shaughnessy, James",
Colts DST15260867,,,,,Defense
KhaDarel HodgeWR15260885,KhaDarel HodgeWR15260885,KhaDarel HodgeWR15260885,KhaDarel Hodge,"Hodge, KhaDarel",
JoJo NatsonWR15260885,JoJo NatsonWR15260885,,,,NoMatch
J'Mon MooreWR15260885,J'Mon MooreWR15260885,,,,NoMatch
Ja'Marcus BradleyWR15260885,,,,,NoMatch
James ProcheWR15260866,James ProcheWR15260866,,,,NoMatch
Chris MooreWR15260866,Chris MooreWR15260866,,,,NoMatch
Jaleel ScottWR15260866,Jaleel ScottWR15260866,,,,NoMatch
Jaylon MooreWR15260866,,,,,NoMatch
Gabriel DavisWR15260861,Gabriel DavisWR15260861,Gabriel DavisWR15260861,Gabriel Davis,"Davis, Gabriel",
Isaiah HodginsWR15260861,Isaiah HodginsWR15260861,,,,NoMatch
Robert FosterWR15260861,Robert FosterWR15260861,,,,NoMatch
Duke WilliamsWR15260861,Duke WilliamsWR15260861,,,,NoMatch
Josh MaloneWR15260887,,,,,NoMatch
Jeff SmithWR15260887,Jeff SmithWR15260887,,,,NoMatch
Donte MoncriefWR15260887,,,,,NoMatch
Braxton BerriosWR15260887,Braxton BerriosWR15260887,,,,NoMatch
D.J. MontgomeryWR15260887,,,,,NoMatch
Jehu ChessonWR15260887,,,,,NoMatch
Lawrence CagerWR15260887,,,,,NoMatch
George CampbellWR15260887,,,,,NoMatch
Josh BellamyWR15260887,Josh BellamyWR15260887,,,,NoMatch
Keelan DossWR15260876,Keelan DossWR15260876,,,,NoMatch
Rico GaffordWR15260876,Rico GaffordWR15260876,,,,NoMatch
Marcell AtemanWR15260876,Marcell AtemanWR15260876,,,,NoMatch
Keith KirkwoodWR15260878,Keith KirkwoodWR15260878,,,,NoMatch
Pharoh CooperWR15260878,Pharoh CooperWR15260878,,,,NoMatch
Brandon ZylstraWR15260878,Brandon ZylstraWR15260878,,,,NoMatch
Cam PhillipsWR15260878,,,,,NoMatch
Ishmael HymanWR15260878,Ishmael HymanWR15260878,,,,NoMatch
Tommylee LewisWR15260878,Tommylee LewisWR15260880,,,,NoMatch
Marken MichelWR15260878,,,,,NoMatch
Darrell StewartWR15260878,,,,,NoMatch
Jalen GuytonWR15260872,Jalen GuytonWR15260872,Jalen GuytonWR15260872,Jalen Guyton,"Guyton, Jalen",
Mike ThomasWR15260869,Mike ThomasWR15260869,Mike ThomasWR15260869,Mike Thomas,"Thomas, Mike",
Stanley MorganWR15260869,Stanley Morgan JrWR15260869,,,,NoMatch
Trenton IrwinWR15260869,,,,,NoMatch
Damion WillisWR15260869,Damion WillisWR15260869,,,,NoMatch
DaMarkus LodgeWR15260869,DaMarkus LodgeWR15260869,,,,NoMatch
Scotty WashingtonWR15260869,,,,,NoMatch
K.J. HillWR15260872,K.J. HillWR15260872,,,,NoMatch
Darius JenningsWR15260872,Darius JenningsWR15260872,,,,NoMatch
Tyron JohnsonWR15260872,,,,,NoMatch
Jeff CottonWR15260872,,,,,NoMatch
Dalton SchoenWR15260872,,,,,NoMatch
Tavon AustinWR15260863,,,,,NoMatch
Richie James Jr.WR15260863,Richie James JrWR15260863,,,,NoMatch
Hakeem ButlerWR15260888,Hakeem ButlerWR15260888,,,,NoMatch
Trent SherfieldWR15260888,Trent SherfieldWR15260888,,,,NoMatch
Andre PattonWR15260888,Andre PattonWR15260872,,,,NoMatch
Johnnie DixonWR15260888,Johnnie DixonWR15260888,,,,NoMatch
A.J. RichardsonWR15260888,,,,,NoMatch
JoJo WardWR15260888,,,,,NoMatch
River CracraftWR15260863,,,,,NoMatch
Shawn PoindexterWR15260863,,,,,NoMatch
Jordan ReedTE15260863,,Jordan ReedTE15260863,Jordan Reed,"Reed, Jordan",NoMatch
Cedrick WilsonWR15260870,Cedrick WilsonWR15260870,,,,NoMatch
Jon'Vea JohnsonWR15260870,Jon'Vea JohnsonWR15260870,,,,NoMatch
Noah BrownWR15260870,Noah BrownWR15260870,,,,NoMatch
Aaron ParkerWR15260870,,,,,NoMatch
Tevin JonesWR15260870,Tevin JonesWR15260870,,,,NoMatch
Stephen GuidryWR15260870,,,,,NoMatch
Van Jefferson Jr.WR15260882,Van JeffersonWR15260882,Van JeffersonWR15260882,Van Jefferson,"Jefferson, Van",
Earnest EdwardsWR15260882,,,,,NoMatch
Trishton JacksonWR15260882,,,,,NoMatch
J.J. KoskiWR15260882,,,,,NoMatch
Easop Winston Jr.WR15260882,,,,,NoMatch
Ventell BryantWR15260870,,,,,NoMatch
Devin SmithWR15260870,Devin SmithWR15260870,,,,NoMatch
Nsimba WebsterWR15260882,Nsimba WebsterWR15260882,,,,NoMatch
Corey ColemanWR15260879,Corey ColemanWR15260879,,,,NoMatch
C.J. BoardWR15260879,C.J. BoardWR15260884,C.J. BoardWR15260879,C.J. Board,"Board, C.J.",
Rysen JohnWR15260879,,,,,NoMatch
Alex BachmanWR15260879,,,,,NoMatch
Derrick DillonWR15260879,,,,,NoMatch
Binjimen VictorWR15260879,,,,,NoMatch
Brittan GoldenWR15260879,,,,,NoMatch
Austin MackWR15260879,,,,,NoMatch
Chase ClaypoolWR15260860,Chase ClaypoolWR15260860,Chase ClaypoolWR15260860,Chase Claypool,"Claypool, Chase",
Ryan SwitzerWR15260860,Ryan SwitzerWR15260860,,,,NoMatch
Ray-Ray McCloud IIIWR15260860,Ray-Ray McCloud IIIWR15260861,,,,NoMatch
Saeed BlacknallWR15260860,Saeed BlacknallWR15260860,,,,NoMatch
DeAndre ThompkinsWR15260860,,,,,NoMatch
Amara DarbohWR15260860,Amara DarbohWR15260860,,,,NoMatch
David SillsWR15260879,David Sills VWR15260879,,,,NoMatch
Deon CainWR15260860,Deon CainWR15260860,,,,NoMatch
KJ HamlerWR15260873,K.J. HamlerWR15260873,,,,NoMatch
Tyrie ClevelandWR15260873,Tyrie ClevelandWR15260873,Tyrie ClevelandWR15260873,Tyrie Cleveland,"Cleveland, Tyrie",
Juwann WinfreeWR15260873,Juwann WinfreeWR15260873,,,,NoMatch
Cody WhiteWR15260873,,,,,NoMatch
Trinity BensonWR15260873,,,,,NoMatch
Kendall HintonWR15260873,,,,,NoMatch
Kalif RaymondWR15260871,Kalif RaymondWR15260871,,,,NoMatch
Cameron BatsonWR15260871,Cameron BatsonWR15260871,,,,NoMatch
Rashard DavisWR15260871,Rashard DavisWR15260871,,,,NoMatch
Krishawn HoganWR15260871,Krishawn HoganWR15260880,,,,NoMatch
Nick Westbrook-IkhineWR15260871,,,,,NoMatch
Kristian WilkersonWR15260871,,,,,NoMatch
Mason KinseyWR15260871,,,,,NoMatch
Diontae SpencerWR15260873,Diontae SpencerWR15260873,,,,NoMatch
Fred BrownWR15260873,Fred BrownWR15260873,,,,NoMatch
Cody HollisterWR15260871,Cody HollisterWR15260871,,,,NoMatch
Jaeden GrahamTE15260883,Jaeden GrahamTE15260883,,,,NoMatch
Ricky Seals-JonesTE15260868,Ricky Seals-JonesTE15260868,,,,NoMatch
Bengals DST15260869,,,,,Defense
Gerald EverettTE15260882,Gerald EverettTE15260882,Gerald EverettTE15260882,Gerald Everett,"Everett, Gerald",
Cowboys DST15260870,,,,,Defense
Josh HillTE15260880,Josh HillTE15260880,,,,NoMatch
Logan ThomasTE15260891,Logan ThomasTE15260891,Logan ThomasTE15260891,Logan Thomas,"Thomas, Logan",
Josiah DeguaraTE15260875,Josiah DeguaraTE15260875,Josiah DeguaraTE15260875,Josiah Deguara,"Deguara, Josiah",
Tyler KroftTE15260861,Tyler KroftTE15260861,,,,NoMatch
Virgil GreenTE15260872,Virgil GreenTE15260872,Virgil GreenTE15260872,Virgil Green,"Green, Virgil",
Chargers DST15260872,,,,,Defense
Nick VannettTE15260873,Nick VannettTE15260873,Nick VannettTE15260873,Nick Vannett,"Vannett, Nick",
Titans DST15260871,,,,,Defense
Broncos DST15260873,,,,,Defense
Durham SmytheTE15260890,Durham SmytheTE15260890,,,,NoMatch
Lions DST15260874,,,,,Defense
Hale HentgesTE15260891,Hale HentgesTE15260891,,,,NoMatch
Harrison BryantTE15260885,Harrison BryantTE15260885,Harrison BryantTE15260885,Harrison Bryant,"Bryant, Harrison",
Chris ManhertzTE15260878,Chris ManhertzTE15260878,Chris ManhertzTE15260878,Chris Manhertz,"Manhertz, Chris",
Temarrick HemingwayTE15260878,Temarrick HemingwayTE15260878,,,,NoMatch
Levine ToiloloTE15260879,Levine ToiloloTE15260879,Levine ToiloloTE15260879,Levine Toilolo,"Toilolo, Levine",
Khari LeeTE15260883,Khari LeeTE15260883,,,,NoMatch
Packers DST15260875,,,,,Defense
Raiders DST15260876,,,,,Defense
Noah TogiaiTE15260867,,,,,NoMatch
Nate WietingTE15260890,,,,,NoMatch
Paul ButlerTE15260865,,,,,NoMatch
Paul QuessenberryTE15260865,,,,,NoMatch
Chris MyarickTE15260890,,,,,NoMatch
Ryan IzzoTE15260865,Ryan IzzoTE15260865,Ryan IzzoTE15260865,Ryan Izzo,"Izzo, Ryan",
Jake BurtTE15260865,,,,,NoMatch
Rashod BerryTE15260865,,,,,NoMatch
Demetrius HarrisTE15260864,Demetrius HarrisTE15260864,,,,NoMatch
Jesper HorstedTE15260864,Jesper HorstedTE15260864,,,,NoMatch
Eric SaubertTE15260864,Eric SaubertTE15260864,,,,NoMatch
J.P. HoltzTE15260864,J.P. HoltzTE15260864,,,,NoMatch
Patrick ScalesTE15260864,Patrick ScalesTE15260864,,,,NoMatch
Isaac NautaTE15260874,Isaac NautaTE15260874,,,,NoMatch
Hunter BryantTE15260874,Hunter BryantTE15260874,,,,NoMatch
Matt SokolTE15260874,,,,,NoMatch
Ethan WolfTE15260880,Ethan WolfTE15260882,,,,NoMatch
Jason Vander LaanTE15260880,Jason Vander LaanTE15260880,,,,NoMatch
Adam TrautmanTE15260880,Adam TrautmanTE15260880,,,,NoMatch
Garrett GriffinTE15260880,Garrett GriffinTE15260880,,,,NoMatch
Antony AuclairTE15260886,Antony AuclairTE15260886,,,,NoMatch
Tanner HudsonTE15260886,Tanner HudsonTE15260886,,,,NoMatch
Codey McElroyTE15260886,,,,,NoMatch
Luke StockerTE15260883,,,,,NoMatch
Jared PinkneyTE15260883,,,,,NoMatch
Colby ParkinsonTE15260881,Colby ParkinsonTE15260881,,,,NoMatch
Luke WillsonTE15260881,Luke WillsonTE15260881,,,,NoMatch
Tyler OttTE15260881,Tyler OttTE15260881,,,,NoMatch
Tyler MabryTE15260881,,,,,NoMatch
Kahale WarringTE15260889,Kahale WarringTE15260889,,,,NoMatch
Dylan StapletonTE15260889,,,,,NoMatch
Anthony KukwaTE15260889,,,,,NoMatch
Daniel HelmTE15260868,Daniel HelmTE15260863,,,,NoMatch
Nick KeizerTE15260868,,,,,NoMatch
Jordan ThomasTE15260889,Jordan ThomasTE15260889,,,,NoMatch
Deon YelderTE15260868,Deon YelderTE15260868,,,,NoMatch
James WinchesterTE15260868,James WinchesterTE15260868,,,,NoMatch
Tyrone SwoopesTE15260862,,,,,NoMatch
Richard RodgersTE15260891,Richard RodgersTE15260891,,,,NoMatch
Caleb WilsonTE15260862,Caleb WilsonTE15260891,,,,NoMatch
Marcus BaughTE15260891,,,,,NoMatch
Jerome CunninghamTE15260891,,,,,NoMatch
Robert TonyanTE15260875,Robert TonyanTE15260875,,,,NoMatch
Evan BaylisTE15260875,Evan BaylisTE15260875,,,,NoMatch
Tyler ConklinTE15260877,Tyler ConklinTE15260877,,,,NoMatch
Brandon DillonTE15260877,Brandon DillonTE15260877,,,,NoMatch
Nakia Griffin-StewartTE15260877,,,,,NoMatch
Jake BargasTE15260877,,,,,NoMatch
Vikings DST15260877,,,,,Defense
Mo Alie-CoxTE15260867,Mo Alie-CoxTE15260867,Mo Alie-CoxTE15260867,Mo Alie-Cox,"Alie-Cox, Mo",
Andrew VollertTE15260867,Andrew VollertTE15260872,,,,NoMatch
Matt FlanaganTE15260884,,,,,NoMatch
Xavier GrimbleTE15260867,Xavier GrimbleTE15260867,,,,NoMatch
Farrod GreenTE15260867,,,,,NoMatch
Matt LengelTE15260867,Matt LengelTE15260867,,,,NoMatch
Dominique DafneyTE15260867,,,,,NoMatch
Tyler DavisTE15260884,Tyler DavisTE15260884,,,,NoMatch
Ben EllefsonTE15260884,,,,,NoMatch
Matt OrzechTE15260884,Matt OrzechTE15260884,,,,NoMatch
Pharaoh BrownTE15260885,Pharaoh BrownTE15260885,,,,NoMatch
Stephen CarlsonTE15260885,Stephen CarlsonTE15260885,,,,NoMatch
Eli WolfTE15260866,,,,,NoMatch
Jerell AdamsTE15260866,,,,,NoMatch
Charles ScarffTE15260866,,,,,NoMatch
Lee SmithTE15260861,Lee SmithTE15260861,,,,NoMatch
Tommy SweeneyTE15260861,Tommy SweeneyTE15260861,,,,NoMatch
Jason CroomTE15260861,Jason CroomTE15260861,,,,NoMatch
Nate BeckerTE15260861,,,,,NoMatch
Daniel BrownTE15260887,Daniel BrownTE15260887,,,,NoMatch
Ross TravisTE15260887,,,,,NoMatch
Trevon WescoTE15260887,Trevon WescoTE15260887,,,,NoMatch
Foster MoreauTE15260876,Foster MoreauTE15260876,,,,NoMatch
Derek CarrierTE15260876,Derek CarrierTE15260876,,,,NoMatch
Nick BowersTE15260876,,,,,NoMatch
Nick O'LearyTE15260876,Nick O'LearyTE15260876,,,,NoMatch
Colin ThompsonTE15260878,,,,,NoMatch
Giovanni RicciTE15260878,,,,,NoMatch
Panthers DST15260878,,,,,Defense
Cethan CarterTE15260869,Cethan CarterRB15260869,,,,NoMatch
Mason SchreckTE15260869,Mason SchreckTE15260869,,,,NoMatch
Jordan FranksTE15260869,Jordan FranksTE15260869,,,,NoMatch
Mitchell WilcoxTE15260869,,,,,NoMatch
Clark HarrisTE15260869,Clark HarrisTE15260869,,,,NoMatch
Dan GodsilTE15260869,,,,,NoMatch
Stephen AndersonTE15260872,Stephen AndersonTE15260872,,,,NoMatch
Donald Parham Jr.TE15260872,Donald ParhamTE15260872,,,,NoMatch
Sean CulkinTE15260872,,,,,NoMatch
Darrell DanielsTE15260888,Darrell DanielsTE15260888,,,,NoMatch
MarQueis GrayTE15260863,,,,,NoMatch
Dylan CantrellTE15260888,Dylan CantrellTE15260888,,,,NoMatch
Ross DwelleyTE15260863,Ross DwelleyTE15260863,,,,NoMatch
Charlie WoernerTE15260863,Charlie WoernerTE15260863,,,,NoMatch
Chase HarrellTE15260863,,,,,NoMatch
Kyle NelsonTE15260863,Kyle NelsonTE15260863,,,,NoMatch
Blake BellTE15260870,Blake BellTE15260870,,,,NoMatch
Cole HikutiniTE15260870,Cole HikutiniTE15260870,,,,NoMatch
Charlie TaumoepeauTE15260870,,,,,NoMatch
Sean McKeonTE15260870,,,,,NoMatch
Brycen HopkinsTE15260882,Brycen HopkinsTE15260882,,,,NoMatch
Dalton SchultzTE15260870,Dalton SchultzTE15260870,Dalton SchultzTE15260870,Dalton Schultz,"Schultz, Dalton",
Johnny MundtTE15260882,Johnny MundtTE15260882,,,,NoMatch
Kendall BlantonTE15260882,Kendall BlantonTE15260882,,,,NoMatch
Garrett DickersonTE15260879,Garrett DickersonTE15260879,,,,NoMatch
Eric TomlinsonTE15260879,Eric TomlinsonTE15260879,,,,NoMatch
Kevin RaderTE15260860,,,,,NoMatch
Kyle MarkwayTE15260860,,,,,NoMatch
Zach GentryTE15260860,Zach GentryTE15260860,,,,NoMatch
Albert OkwuegbunamTE15260873,Albert OkwuegbunamTE15260873,,,,NoMatch
Jake ButtTE15260873,Jake ButtTE15260873,Jake ButtTE15260873,Jake Butt,"Butt, Jake",
Austin FortTE15260873,Austin FortTE15260873,,,,NoMatch
Geoff SwaimTE15260871,,,,,NoMatch
Tommy HudsonTE15260871,,,,,NoMatch
Troy FumagalliTE15260873,Troy FumagalliTE15260873,,,,NoMatch
Andrew BeckTE15260873,Andrew BeckTE15260873,,,,NoMatch
Anthony FirkserTE15260871,Anthony FirkserTE15260871,Anthony FirkserTE15260871,Anthony Firkser,"Firkser, Anthony",
MyCole PruittTE15260871,MyCole PruittTE15260871,MyCole PruittTE15260871,MyCole Pruitt,"Pruitt, MyCole",
Beau BrinkleyTE15260871,Beau BrinkleyTE15260871,,,,NoMatch
Saints DST15260880,,,,,Defense
Seahawks DST15260881,,,,,Defense
Rams DST15260882,,,,,Defense
Giants DST15260879,,,,,Defense
Falcons DST15260883,,,,,Defense
Jaguars DST15260884,,,,,Defense
Buccaneers DST15260886,,,,,Defense
Browns DST15260885,,,,,Defense
Jets DST15260887,,,,,Defense
Cardinals DST15260888,,,,,Defense
Dolphins DST15260890,,,,,Defense
Texans DST15260889,,,,,Defense
WAS Football Team DST15260891,,,,,Defense
