,TmOFNS,GOFNS,PlaysOFNS,ToGoOFNS,YdsOFNS,1st%OFNS,TO%OFNS,TDOFNS,FGOFNS,nanOFNS,IntOFNS,FmbOFNS,SkOFNS,PassOFNS,RushOFNS,FGOFNS1,PuntOFNS,Week,TmDFNS,GDFNS,PlaysDFNS,ToGoDFNS,YdsDFNS,1st%DFNS,TO%DFNS,TDDFNS,FGDFNS,nanDFNS,IntDFNS,FmbDFNS,SkDFNS,PassDFNS,RushDFNS,FGDFNS1,PuntDFNS,RkALLSCR,TmALLSCR,YearALLSCR,DateALLSCR,TimeALLSCR,LTimeALLSCR,nanALLSCR,OppALLSCR,WeekALLSCR,G#ALLSCR,DayALLSCR,ResultALLSCR,OTALLSCR,TDALLSCR,XPAALLSCR,XPMALLSCR,FGAALLSCR,FGMALLSCR,2PAALLSCR,2PMALLSCR,SftyALLSCR,RkDSTSCR,TmDSTSCR,YearDSTSCR,DateDSTSCR,TimeDSTSCR,LTimeDSTSCR,nanDSTSCR,OppDSTSCR,WeekDSTSCR,G#DSTSCR,DayDSTSCR,ResultDSTSCR,OTDSTSCR,KRDSTSCR,PRDSTSCR,IRDSTSCR,FRDSTSCR,ORDSTSCR,RetTDDSTSCR,PtsFor,PtsAgainst,Opponent
211,BUF,1,64,7.2,3.2,0.234,0.016,2,1,15.0,1,0,0,27,23,2,4,6,BUF,1,84,7.0,5.5,0.31,0.012,3,2,26.0,0,1,1,27,46,2,2,16,BUF,2020,2020-10-19,05:00:00,05:00:00,0,KAN,6,6,Mon,L 17-26,0,2,2,2,2,1,0,0,0,2,BUF,2020,2020-10-19,05:00:00,05:00:00,0,KAN,6,6,Mon,L 17-26,0,0,0,0,0,0,0,17,26,KAN
212,CAR,1,74,7.9,4.1,0.216,0.041,1,3,16.0,2,1,4,33,29,4,1,6,CAR,1,78,7.3,3.3,0.244,0.013,2,3,19.0,1,0,0,39,25,3,4,22,CAR,2020,2020-10-18,01:00:00,01:00:00,0,CHI,6,6,Sun,L 16-23,0,1,1,1,4,3,0,0,0,3,CAR,2020,2020-10-18,01:00:00,01:00:00,0,CHI,6,6,Sun,L 16-23,0,0,0,0,0,0,0,16,23,CHI
213,CHI,1,78,7.3,3.3,0.244,0.013,2,3,19.0,1,0,0,39,25,3,4,6,CHI,1,74,7.9,4.1,0.216,0.041,1,3,16.0,2,1,4,33,29,4,1,17,CHI,2020,2020-10-18,01:00:00,01:00:00,@,CAR,6,6,Sun,W 23-16,0,2,2,2,3,3,0,0,0,4,CHI,2020,2020-10-18,01:00:00,01:00:00,@,CAR,6,6,Sun,W 23-16,0,0,0,0,0,0,0,23,16,CAR
214,CIN,1,88,7.4,4.5,0.25,0.011,3,2,22.0,1,0,2,41,32,3,3,6,CIN,1,74,7.5,5.8,0.311,0.027,4,1,23.0,1,1,1,45,15,1,3,10,CIN,2020,2020-10-18,01:00:00,01:00:00,@,IND,6,6,Sun,L 27-31,0,3,3,3,3,2,0,0,0,5,CIN,2020,2020-10-18,01:00:00,01:00:00,@,IND,6,6,Sun,L 27-31,0,0,0,0,0,0,0,27,31,IND
215,CLE,1,68,7.5,3.2,0.147,0.029,1,0,10.0,2,0,4,32,22,0,6,6,CLE,1,75,8.0,3.7,0.24,0.0,4,1,18.0,0,0,2,25,37,1,5,23,CLE,2020,2020-10-18,01:00:00,01:00:00,@,PIT,6,6,Sun,L 7-38,0,1,1,1,0,0,0,0,0,6,CLE,2020,2020-10-18,01:00:00,01:00:00,@,PIT,6,6,Sun,L 7-38,0,0,0,0,0,0,0,7,38,PIT
216,IND,1,74,7.5,5.8,0.311,0.027,4,1,23.0,1,1,1,45,15,1,3,6,IND,1,88,7.4,4.5,0.25,0.011,3,2,22.0,1,0,2,41,32,3,3,7,IND,2020,2020-10-18,01:00:00,01:00:00,0,CIN,6,6,Sun,W 31-27,0,4,4,4,1,1,0,0,0,7,IND,2020,2020-10-18,01:00:00,01:00:00,0,CIN,6,6,Sun,W 31-27,0,0,0,0,0,0,0,31,27,CIN
217,ARI,1,73,7.5,6.0,0.274,0.0,5,1,20.0,0,0,1,25,35,1,4,6,ARI,1,97,8.0,3.5,0.237,0.041,1,1,23.0,2,2,3,57,27,2,3,2,ARI,2020,2020-10-19,08:15:00,07:15:00,@,DAL,6,6,Mon,W 38-10,0,5,5,5,1,1,0,0,0,8,ARI,2020,2020-10-19,08:15:00,07:15:00,@,DAL,6,6,Mon,W 38-10,0,0,0,0,0,0,0,38,10,DAL
218,DAL,1,97,8.0,3.5,0.237,0.041,1,1,23.0,2,2,3,57,27,2,3,6,DAL,1,73,7.5,6.0,0.274,0.0,5,1,20.0,0,0,1,25,35,1,4,24,DAL,2020,2020-10-19,08:15:00,07:15:00,0,ARI,6,6,Mon,L 10-38,0,1,1,1,2,1,0,0,0,9,DAL,2020,2020-10-19,08:15:00,07:15:00,0,ARI,6,6,Mon,L 10-38,0,0,0,0,0,0,0,10,38,ARI
219,DEN,1,75,8.0,4.0,0.187,0.027,0,6,14.0,2,0,2,26,37,6,2,6,DEN,1,69,7.6,4.2,0.203,0.043,1,2,14.0,2,1,4,31,25,2,3,27,DEN,2020,2020-10-18,01:00:00,01:00:00,@,NWE,6,5,Sun,W 18-12,0,0,0,0,6,6,0,0,0,10,DEN,2020,2020-10-18,01:00:00,01:00:00,@,NWE,6,5,Sun,W 18-12,0,0,0,0,0,0,0,18,12,NWE
220,DET,1,83,7.9,4.9,0.253,0.012,4,2,21.0,1,0,0,31,39,3,2,6,DET,1,74,6.9,3.7,0.203,0.027,2,1,15.0,1,1,1,45,16,2,2,8,DET,2020,2020-10-18,01:00:00,01:00:00,@,JAX,6,5,Sun,W 34-16,0,4,4,4,3,2,0,0,0,11,DET,2020,2020-10-18,01:00:00,01:00:00,@,JAX,6,5,Sun,W 34-16,0,0,0,0,0,0,0,34,16,JAX
221,GNB,1,77,8.1,2.6,0.169,0.026,1,1,13.0,2,0,5,40,21,1,7,6,GNB,1,77,6.6,4.2,0.247,0.0,4,1,19.0,0,0,0,28,35,1,5,25,GNB,2020,2020-10-18,04:25:00,04:25:00,@,TAM,6,5,Sun,L 10-38,0,1,1,1,1,1,0,0,0,12,GNB,2020,2020-10-18,04:25:00,04:25:00,@,TAM,6,5,Sun,L 10-38,0,0,0,0,0,0,0,10,38,TAM
222,HOU,1,83,6.4,5.0,0.277,0.0,5,1,23.0,0,0,2,40,27,1,4,6,HOU,1,85,8.0,7.1,0.341,0.024,6,0,29.0,1,1,2,43,27,2,1,3,HOU,2020,2020-10-18,01:00:00,12:00:00,@,TEN,6,6,Sun,L 36-42,OT,5,4,3,1,1,1,0,0,13,HOU,2020,2020-10-18,01:00:00,12:00:00,@,TEN,6,6,Sun,L 36-42,OT,0,0,0,0,0,0,36,42,TEN
223,JAX,1,74,6.9,3.7,0.203,0.027,2,1,15.0,1,1,1,45,16,2,2,6,JAX,1,83,7.9,4.9,0.253,0.012,4,2,21.0,1,0,0,31,39,3,2,18,JAX,2020,2020-10-18,01:00:00,01:00:00,0,DET,6,6,Sun,L 16-34,0,2,1,1,2,1,1,0,0,14,JAX,2020,2020-10-18,01:00:00,01:00:00,0,DET,6,6,Sun,L 16-34,0,0,0,0,0,0,0,16,34,DET
224,KAN,1,84,7.0,5.5,0.31,0.012,3,2,26.0,0,1,1,27,46,2,2,6,KAN,1,64,7.2,3.2,0.234,0.016,2,1,15.0,1,0,0,27,23,2,4,11,KAN,2020,2020-10-19,05:00:00,05:00:00,@,BUF,6,6,Mon,W 26-17,0,3,3,2,2,2,0,0,0,15,KAN,2020,2020-10-19,05:00:00,05:00:00,@,BUF,6,6,Mon,W 26-17,0,0,0,0,0,0,0,26,17,BUF
225,MIA,1,68,7.3,4.4,0.25,0.029,3,1,17.0,2,0,2,31,25,1,7,6,MIA,1,85,7.4,3.1,0.141,0.012,0,0,12.0,1,0,3,47,22,1,10,12,MIA,2020,2020-10-18,04:05:00,04:05:00,0,NYJ,6,6,Sun,W 24-0,0,3,3,3,1,1,0,0,0,16,MIA,2020,2020-10-18,04:05:00,04:05:00,0,NYJ,6,6,Sun,W 24-0,0,0,0,0,0,0,0,24,0,NYJ
226,MIN,1,66,6.9,5.5,0.258,0.045,3,0,17.0,3,0,1,37,13,0,4,6,MIN,1,93,6.9,5.0,0.247,0.011,4,4,23.0,0,1,2,42,37,4,2,13,MIN,2020,2020-10-18,01:00:00,03:00:00,0,ATL,6,6,Sun,L 23-40,0,3,1,1,0,0,2,2,0,17,MIN,2020,2020-10-18,01:00:00,03:00:00,0,ATL,6,6,Sun,L 23-40,0,0,0,0,0,0,0,23,40,ATL
227,NWE,1,69,7.6,4.2,0.203,0.043,1,2,14.0,2,1,4,31,25,2,3,6,NWE,1,75,8.0,4.0,0.187,0.027,0,6,14.0,2,0,2,26,37,6,2,26,NWE,2020,2020-10-18,01:00:00,01:00:00,0,DEN,6,5,Sun,L 12-18,0,1,0,0,2,2,1,0,0,18,NWE,2020,2020-10-18,01:00:00,01:00:00,0,DEN,6,5,Sun,L 12-18,0,0,0,0,0,0,0,12,18,DEN
228,NYG,1,57,6.7,4.2,0.228,0.018,1,2,13.0,1,0,1,20,26,2,2,6,NYG,1,80,7.9,4.2,0.275,0.025,2,2,22.0,1,1,3,45,24,3,1,19,NYG,2020,2020-10-18,01:00:00,01:00:00,0,WAS,6,6,Sun,W 20-19,0,2,2,2,2,2,0,0,0,19,NYG,2020,2020-10-18,01:00:00,01:00:00,0,WAS,6,6,Sun,W 20-19,0,0,0,0,1,0,1,20,19,WAS
229,NYJ,1,85,7.4,3.1,0.141,0.012,0,0,12.0,1,0,3,47,22,1,10,6,NYJ,1,68,7.3,4.4,0.25,0.029,3,1,17.0,2,0,2,31,25,1,7,28,NYJ,2020,2020-10-18,04:05:00,04:05:00,@,MIA,6,6,Sun,L 0-24,0,0,0,0,1,0,0,0,0,20,NYJ,2020,2020-10-18,04:05:00,04:05:00,@,MIA,6,6,Sun,L 0-24,0,0,0,0,0,0,0,0,24,MIA
230,TEN,1,85,8.0,7.1,0.341,0.024,6,0,29.0,1,1,2,43,27,2,1,6,TEN,1,83,6.4,5.0,0.277,0.0,5,1,23.0,0,0,2,40,27,1,4,1,TEN,2020,2020-10-18,01:00:00,12:00:00,0,HOU,6,5,Sun,W 42-36,OT,6,4,4,2,0,1,1,0,21,TEN,2020,2020-10-18,01:00:00,12:00:00,0,HOU,6,5,Sun,W 42-36,OT,0,0,0,0,0,0,42,36,HOU
231,PHI,1,82,8.1,4.4,0.195,0.012,4,0,16.0,0,1,6,46,18,1,6,6,PHI,1,85,9.3,4.2,0.2,0.0,3,3,17.0,0,0,3,30,37,3,7,9,PHI,2020,2020-10-18,01:00:00,01:00:00,0,BAL,6,6,Sun,L 28-30,0,4,0,0,1,0,4,2,0,22,PHI,2020,2020-10-18,01:00:00,01:00:00,0,BAL,6,6,Sun,L 28-30,0,0,0,0,1,0,1,28,30,BAL
232,PIT,1,75,8.0,3.7,0.24,0.0,4,1,18.0,0,0,2,25,37,1,5,6,PIT,1,68,7.5,3.2,0.147,0.029,1,0,10.0,2,0,4,32,22,0,6,4,PIT,2020,2020-10-18,01:00:00,01:00:00,0,CLE,6,5,Sun,W 38-7,0,5,5,5,1,1,0,0,0,23,PIT,2020,2020-10-18,01:00:00,01:00:00,0,CLE,6,5,Sun,W 38-7,0,0,0,1,0,0,1,38,7,CLE
233,LAR,1,71,7.0,4.4,0.225,0.014,2,1,16.0,1,0,0,38,19,1,6,6,LAR,1,83,7.2,4.7,0.265,0.0,3,1,22.0,0,0,0,33,37,1,5,20,LAR,2020,2020-10-18,08:20:00,05:20:00,@,SFO,6,6,Sun,L 16-24,0,2,2,1,1,1,0,0,0,24,LAR,2020,2020-10-18,08:20:00,05:20:00,@,SFO,6,6,Sun,L 16-24,0,0,0,0,0,0,0,16,24,SFO
234,BAL,1,85,9.3,4.2,0.2,0.0,3,3,17.0,0,0,3,30,37,3,7,6,BAL,1,82,8.1,4.4,0.195,0.012,4,0,16.0,0,1,6,46,18,1,6,14,BAL,2020,2020-10-18,01:00:00,01:00:00,@,PHI,6,6,Sun,W 30-28,0,3,3,3,3,3,0,0,0,25,BAL,2020,2020-10-18,01:00:00,01:00:00,@,PHI,6,6,Sun,W 30-28,0,0,0,0,0,0,0,30,28,PHI
235,SFO,1,83,7.2,4.7,0.265,0.0,3,1,22.0,0,0,0,33,37,1,5,6,SFO,1,71,7.0,4.4,0.225,0.014,2,1,16.0,1,0,0,38,19,1,6,15,SFO,2020,2020-10-18,08:20:00,05:20:00,0,LAR,6,6,Sun,W 24-16,0,3,3,3,1,1,0,0,0,26,SFO,2020,2020-10-18,08:20:00,05:20:00,0,LAR,6,6,Sun,W 24-16,0,0,0,0,0,0,0,24,16,LAR
236,TAM,1,77,6.6,4.2,0.247,0.0,4,1,19.0,0,0,0,28,35,1,5,6,TAM,1,77,8.1,2.6,0.169,0.026,1,1,13.0,2,0,5,40,21,1,7,5,TAM,2020,2020-10-18,04:25:00,04:25:00,0,GNB,6,6,Sun,W 38-10,0,5,5,5,1,1,0,0,0,27,TAM,2020,2020-10-18,04:25:00,04:25:00,0,GNB,6,6,Sun,W 38-10,0,0,0,1,0,0,1,38,10,GNB
237,WAS,1,80,7.9,4.2,0.275,0.025,2,2,22.0,1,1,3,45,24,3,1,6,WAS,1,57,6.7,4.2,0.228,0.018,1,2,13.0,1,0,1,20,26,2,2,21,WAS,2020,2020-10-18,01:00:00,01:00:00,@,NYG,6,6,Sun,L 19-20,0,2,1,1,3,2,1,0,0,28,WAS,2020,2020-10-18,01:00:00,01:00:00,@,NYG,6,6,Sun,L 19-20,0,0,0,0,0,0,0,19,20,NYG
238,ATL,1,81,7.2,4.8,0.296,0.012,3,0,24.0,0,1,2,44,26,0,4,7,ATL,1,72,8.2,5.4,0.25,0.0,2,3,18.0,0,0,2,38,21,4,3,11,ATL,2020,2020-10-25,01:00:00,01:00:00,0,DET,7,7,Sun,L 22-23,0,3,2,2,0,0,1,1,0,2,ATL,2020,2020-10-25,01:00:00,01:00:00,0,DET,7,7,Sun,L 22-23,0,0,0,0,0,0,0,22,23,DET
239,BUF,1,83,8.3,5.1,0.301,0.012,0,6,25.0,0,1,2,45,27,8,0,7,BUF,1,63,8.4,3.0,0.222,0.032,1,1,14.0,2,0,6,29,22,1,4,26,BUF,2020,2020-10-25,01:00:00,01:00:00,@,NYJ,7,7,Sun,W 18-10,0,0,0,0,8,6,0,0,0,3,BUF,2020,2020-10-25,01:00:00,01:00:00,@,NYJ,7,7,Sun,W 18-10,0,0,0,0,0,0,0,18,10,NYJ
240,CAR,1,55,6.5,5.1,0.273,0.0,3,1,15.0,0,0,1,29,14,2,1,7,CAR,1,77,7.1,5.4,0.325,0.013,3,2,25.0,0,1,1,38,29,2,0,12,CAR,2020,2020-10-25,01:00:00,12:00:00,@,NOR,7,7,Sun,L 24-27,0,3,3,3,2,1,0,0,0,4,CAR,2020,2020-10-25,01:00:00,12:00:00,@,NOR,7,7,Sun,L 24-27,0,0,0,0,0,0,0,24,27,NOR
241,CHI,1,73,7.4,3.8,0.178,0.027,0,1,13.0,2,0,4,44,17,1,5,7,CHI,1,81,7.7,4.6,0.259,0.012,3,1,21.0,0,1,1,34,34,2,5,24,CHI,2020,2020-10-26,08:15:00,05:15:00,@,LAR,7,7,Mon,L 10-24,0,1,1,1,1,1,0,0,0,5,CHI,2020,2020-10-26,08:15:00,05:15:00,@,LAR,7,7,Mon,L 10-24,0,0,0,0,1,0,1,10,24,LAR
242,CIN,1,86,6.9,5.4,0.349,0.023,4,2,30.0,1,1,4,52,21,2,0,7,CIN,1,65,7.2,6.1,0.323,0.015,5,1,21.0,1,0,0,29,22,1,1,6,CIN,2020,2020-10-25,01:00:00,01:00:00,0,CLE,7,7,Sun,L 34-37,0,4,4,4,2,2,0,0,0,6,CIN,2020,2020-10-25,01:00:00,01:00:00,0,CLE,7,7,Sun,L 34-37,0,0,0,0,0,0,0,34,37,CLE
243,CLE,1,65,7.2,6.1,0.323,0.015,5,1,21.0,1,0,0,29,22,1,1,7,CLE,1,86,6.9,5.4,0.349,0.023,4,2,30.0,1,1,4,52,21,2,0,2,CLE,2020,2020-10-25,01:00:00,01:00:00,@,CIN,7,7,Sun,W 37-34,0,5,5,4,1,1,0,0,0,7,CLE,2020,2020-10-25,01:00:00,01:00:00,@,CIN,7,7,Sun,W 37-34,0,0,0,0,0,0,0,37,34,CIN
244,ARI,1,98,7.6,5.3,0.286,0.02,4,3,28.0,1,1,0,48,33,4,2,7,ARI,1,97,7.4,5.9,0.34,0.031,4,2,33.0,3,0,2,52,30,2,3,7,ARI,2020,2020-10-25,08:20:00,06:20:00,0,SEA,7,7,Sun,W 37-34,OT,4,4,4,4,3,0,0,0,8,ARI,2020,2020-10-25,08:20:00,06:20:00,0,SEA,7,7,Sun,W 37-34,OT,0,0,0,0,0,0,37,34,SEA
245,DAL,1,65,8.6,2.2,0.185,0.015,0,1,12.0,1,0,6,28,26,1,5,7,DAL,1,76,6.9,5.2,0.237,0.0,3,1,18.0,0,0,2,27,39,2,2,27,DAL,2020,2020-10-25,01:00:00,01:00:00,@,WAS,7,7,Sun,L 3-25,0,0,0,0,1,1,0,0,0,9,DAL,2020,2020-10-25,01:00:00,01:00:00,@,WAS,7,7,Sun,L 3-25,0,0,0,0,0,0,0,3,23,WAS
246,DEN,1,91,7.9,4.5,0.253,0.044,2,1,23.0,2,2,3,43,33,1,3,7,DEN,1,66,7.7,4.3,0.258,0.015,4,3,17.0,0,1,4,29,22,3,3,20,DEN,2020,2020-10-25,04:25:00,02:25:00,0,KAN,7,6,Sun,L 16-43,0,2,2,1,1,1,0,0,0,10,DEN,2020,2020-10-25,04:25:00,02:25:00,0,KAN,7,6,Sun,L 16-43,0,0,0,0,0,0,0,16,43,KAN
247,DET,1,72,8.2,5.4,0.25,0.0,2,3,18.0,0,0,2,38,21,4,3,7,DET,1,81,7.2,4.8,0.296,0.012,3,0,24.0,0,1,2,44,26,0,4,21,DET,2020,2020-10-25,01:00:00,01:00:00,@,ATL,7,6,Sun,W 23-22,0,2,2,2,4,3,0,0,0,11,DET,2020,2020-10-25,01:00:00,01:00:00,@,ATL,7,6,Sun,W 23-22,0,0,0,0,0,0,0,23,22,ATL
248,GNB,1,76,6.8,5.0,0.263,0.0,5,0,20.0,0,0,0,34,27,0,5,7,GNB,1,79,7.4,4.6,0.241,0.013,2,2,19.0,0,1,3,42,22,3,4,3,GNB,2020,2020-10-25,01:00:00,12:00:00,@,HOU,7,6,Sun,W 35-20,0,5,5,5,0,0,0,0,0,12,GNB,2020,2020-10-25,01:00:00,12:00:00,@,HOU,7,6,Sun,W 35-20,0,0,0,0,0,0,0,35,20,HOU
249,HOU,1,79,7.4,4.6,0.241,0.013,2,2,19.0,0,1,3,42,22,3,4,7,HOU,1,76,6.8,5.0,0.263,0.0,5,0,20.0,0,0,0,34,27,0,5,22,HOU,2020,2020-10-25,01:00:00,12:00:00,0,GNB,7,7,Sun,L 20-35,0,2,2,2,3,2,0,0,0,13,HOU,2020,2020-10-25,01:00:00,12:00:00,0,GNB,7,7,Sun,L 20-35,0,0,0,0,0,0,0,20,35,GNB
250,JAX,1,76,6.9,3.9,0.197,0.013,3,0,15.0,0,1,5,32,27,0,5,7,JAX,1,94,7.3,5.1,0.277,0.0,5,2,26.0,0,0,1,45,32,3,4,8,JAX,2020,2020-10-25,04:25:00,01:25:00,@,LAC,7,7,Sun,L 29-39,0,4,1,1,0,0,3,2,0,14,JAX,2020,2020-10-25,04:25:00,01:25:00,@,LAC,7,7,Sun,L 29-39,0,0,0,0,0,1,1,29,39,LAC
251,KAN,1,66,7.7,4.3,0.258,0.015,4,3,17.0,0,1,4,29,22,3,3,7,KAN,1,91,7.9,4.5,0.253,0.044,2,1,23.0,2,2,3,43,33,1,3,4,KAN,2020,2020-10-25,04:25:00,02:25:00,@,DEN,7,7,Sun,W 43-16,0,5,5,4,3,3,0,0,0,1,KAN,2020,2020-10-25,04:25:00,02:25:00,@,DEN,7,7,Sun,W 43-16,0,1,0,1,0,0,2,43,16,DEN
252,NOR,1,77,7.1,5.4,0.325,0.013,3,2,25.0,0,1,1,38,29,2,0,7,NOR,1,55,6.5,5.1,0.273,0.0,3,1,15.0,0,0,1,29,14,2,1,13,NOR,2020,2020-10-25,01:00:00,12:00:00,0,CAR,7,6,Sun,W 27-24,0,3,3,3,2,2,0,0,0,15,NOR,2020,2020-10-25,01:00:00,12:00:00,0,CAR,7,6,Sun,W 27-24,0,0,0,0,0,0,0,27,24,CAR
253,NWE,1,60,7.5,4.0,0.25,0.067,0,2,15.0,4,0,2,27,22,2,2,7,NWE,1,73,7.6,6.4,0.356,0.027,4,2,26.0,2,0,1,26,37,2,1,28,NWE,2020,2020-10-25,04:25:00,04:25:00,0,SFO,7,6,Sun,L 6-33,0,0,0,0,2,2,0,0,0,16,NWE,2020,2020-10-25,04:25:00,04:25:00,0,SFO,7,6,Sun,L 6-33,0,0,0,0,0,0,0,6,33,SFO
254,NYG,1,69,7.9,4.7,0.203,0.043,3,0,14.0,1,2,3,33,22,0,6,7,NYG,1,86,8.0,5.1,0.279,0.012,3,1,24.0,1,0,3,46,26,2,5,14,NYG,2020,2020-10-22,08:20:00,08:20:00,@,PHI,7,7,Thu,L 21-22,0,3,3,3,0,0,0,0,0,17,NYG,2020,2020-10-22,08:20:00,08:20:00,@,PHI,7,7,Thu,L 21-22,0,0,0,0,0,0,0,21,22,PHI
255,NYJ,1,63,8.4,3.0,0.222,0.032,1,1,14.0,2,0,6,29,22,1,4,7,NYJ,1,83,8.3,5.1,0.301,0.012,0,6,25.0,0,1,2,45,27,8,0,25,NYJ,2020,2020-10-25,01:00:00,01:00:00,0,BUF,7,7,Sun,L 10-18,0,1,1,1,1,1,0,0,0,18,NYJ,2020,2020-10-25,01:00:00,01:00:00,0,BUF,7,7,Sun,L 10-18,0,0,0,0,0,0,0,10,18,BUF
256,TEN,1,71,8.0,4.1,0.183,0.0,3,1,13.0,0,0,2,32,23,2,5,7,TEN,1,86,7.2,4.2,0.256,0.035,3,2,22.0,3,0,0,49,25,2,2,15,TEN,2020,2020-10-25,01:00:00,12:00:00,0,PIT,7,6,Sun,L 24-27,0,3,3,3,2,1,0,0,0,19,TEN,2020,2020-10-25,01:00:00,12:00:00,0,PIT,7,6,Sun,L 24-27,0,0,0,0,0,0,0,24,27,PIT
257,PHI,1,86,8.0,5.1,0.279,0.012,3,1,24.0,1,0,3,46,26,2,5,7,PHI,1,69,7.9,4.7,0.203,0.043,3,0,14.0,1,2,3,33,22,0,6,16,PHI,2020,2020-10-22,08:20:00,08:20:00,0,NYG,7,7,Thu,W 22-21,0,3,1,1,2,1,2,0,0,20,PHI,2020,2020-10-22,08:20:00,08:20:00,0,NYG,7,7,Thu,W 22-21,0,0,0,0,0,0,0,22,21,NYG
258,PIT,1,86,7.2,4.2,0.256,0.035,3,2,22.0,3,0,0,49,25,2,2,7,PIT,1,71,8.0,4.1,0.183,0.0,3,1,13.0,0,0,2,32,23,2,5,17,PIT,2020,2020-10-25,01:00:00,12:00:00,@,TEN,7,6,Sun,W 27-24,0,3,3,3,2,2,0,0,0,21,PIT,2020,2020-10-25,01:00:00,12:00:00,@,TEN,7,6,Sun,W 27-24,0,0,0,0,0,0,0,27,24,TEN
259,LVR,1,78,6.7,4.4,0.218,0.013,2,2,17.0,1,0,3,39,23,2,4,7,LVR,1,85,7.0,5.3,0.318,0.0,6,1,27.0,0,0,0,45,25,1,3,23,LVR,2020,2020-10-25,04:05:00,01:05:00,0,TAM,7,6,Sun,L 20-45,0,2,2,2,2,2,0,0,0,22,LVR,2020,2020-10-25,04:05:00,01:05:00,0,TAM,7,6,Sun,L 20-45,0,0,0,0,0,0,0,20,45,TAM
260,LAR,1,81,7.7,4.6,0.259,0.012,3,1,21.0,0,1,1,34,34,2,5,7,LAR,1,73,7.4,3.8,0.178,0.027,0,1,13.0,2,0,4,44,17,1,5,18,LAR,2020,2020-10-26,08:15:00,05:15:00,0,CHI,7,7,Mon,W 24-10,0,3,3,3,2,1,0,0,0,23,LAR,2020,2020-10-26,08:15:00,05:15:00,0,CHI,7,7,Mon,W 24-10,0,0,0,0,0,0,0,24,10,CHI
261,LAC,1,94,7.3,5.1,0.277,0.0,5,2,26.0,0,0,1,45,32,3,4,7,LAC,1,76,6.9,3.9,0.197,0.013,3,0,15.0,0,1,5,32,27,0,5,5,LAC,2020,2020-10-25,04:25:00,01:25:00,0,JAX,7,6,Sun,W 39-29,0,5,4,3,3,2,1,0,0,24,LAC,2020,2020-10-25,04:25:00,01:25:00,0,JAX,7,6,Sun,W 39-29,0,0,0,0,0,0,0,39,29,JAX
262,SEA,1,97,7.4,5.9,0.34,0.031,4,2,33.0,3,0,2,52,30,2,3,7,SEA,1,98,7.6,5.3,0.286,0.02,4,3,28.0,1,1,0,48,33,4,2,9,SEA,2020,2020-10-25,08:20:00,06:20:00,@,ARI,7,6,Sun,L 34-37,OT,4,4,4,2,2,0,0,0,25,SEA,2020,2020-10-25,08:20:00,06:20:00,@,ARI,7,6,Sun,L 34-37,OT,0,0,0,0,0,0,34,37,ARI
263,SFO,1,73,7.6,6.4,0.356,0.027,4,2,26.0,2,0,1,26,37,2,1,7,SFO,1,60,7.5,4.0,0.25,0.067,0,2,15.0,4,0,2,27,22,2,2,10,SFO,2020,2020-10-25,04:25:00,04:25:00,@,NWE,7,7,Sun,W 33-6,0,4,4,3,2,2,0,0,0,26,SFO,2020,2020-10-25,04:25:00,04:25:00,@,NWE,7,7,Sun,W 33-6,0,0,0,0,0,0,0,33,6,NWE
264,TAM,1,85,7.0,5.3,0.318,0.0,6,1,27.0,0,0,0,45,25,1,3,7,TAM,1,78,6.7,4.4,0.218,0.013,2,2,17.0,1,0,3,39,23,2,4,1,TAM,2020,2020-10-25,04:05:00,01:05:00,@,LVR,7,7,Sun,W 45-20,0,6,6,6,1,1,0,0,0,27,TAM,2020,2020-10-25,04:05:00,01:05:00,@,LVR,7,7,Sun,W 45-20,0,0,0,0,0,0,0,45,20,LVR
265,WAS,1,76,6.9,5.2,0.237,0.0,3,1,18.0,0,0,2,27,39,2,2,7,WAS,1,65,8.6,2.2,0.185,0.015,0,1,12.0,1,0,6,28,26,1,5,19,WAS,2020,2020-10-25,01:00:00,01:00:00,0,DAL,7,7,Sun,W 25-3,0,3,2,2,2,1,1,0,1,28,WAS,2020,2020-10-25,01:00:00,01:00:00,0,DAL,7,7,Sun,W 25-3,0,0,0,0,0,0,0,23,3,DAL
266,ATL,1,79,8.3,5.1,0.329,0.013,2,4,26.0,1,0,2,32,36,4,1,8,ATL,1,63,7.0,4.4,0.254,0.016,2,1,16.0,1,0,3,30,21,1,3,18,ATL,2020,2020-10-29,08:20:00,08:20:00,@,CAR,8,8,Thu,W 25-17,0,2,2,1,4,4,0,0,0,1,ATL,2020,2020-10-29,08:20:00,08:20:00,@,CAR,8,8,Thu,W 25-17,0,0,0,0,0,0,0,25,17,CAR
267,BUF,1,69,7.5,4.9,0.304,0.014,3,1,21.0,1,0,1,19,38,1,3,8,BUF,1,74,7.9,4.7,0.257,0.014,2,2,19.0,0,1,2,27,34,2,4,10,BUF,2020,2020-11-01,01:00:00,01:00:00,0,NWE,8,8,Sun,W 24-21,0,3,3,3,1,1,0,0,0,2,BUF,2020,2020-11-01,01:00:00,01:00:00,0,NWE,8,8,Sun,W 24-21,0,0,0,0,0,0,0,24,21,NWE
