,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
121,373,5,2020,7004,Buffalo,Def,buf,a,ten,-4,3600,10002,BUF,77.5,7.7,5.35,0.291,0.016,4.0,1.0,22.5,0.25,1.0,2.25,39.25,25.0,1.5,2.5,1.0,78.75,7.225,4.8,0.27849999999999997,0.02,2.75,1.75,22.25,0.5,1.0,2.5,42.0,23.0,2.0,3.0,5.5,4.0,4.0,3.75,1.5,1.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,30.75,25.0,10013,TEN,79.0,7.566666666666667,5.3,0.28900000000000003,0.024999999999999998,3.3333333333333335,0.6666666666666666,23.0,1.3333333333333333,0.6666666666666666,1.3333333333333333,36.333333333333336,28.666666666666668,1.0,3.3333333333333335,1.0,85.0,7.266666666666666,4.6,0.25533333333333336,0.0036666666666666666,2.6666666666666665,3.0,21.666666666666668,0.3333333333333333,0.0,1.3333333333333333,36.0,34.0,4.0,3.3333333333333335,13.0,3.3333333333333335,3.0,2.6666666666666665,1.0,0.6666666666666666,0.3333333333333333,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,24.666666666666668,26.666666666666668
122,353,6,2020,7029,Tampa Bay,Def,tam,h,gnb,19,3100,10026,TAM,79.4,8.24,4.58,0.2352,0.018,3.2,1.8,18.8,0.8,0.6,1.6,40.8,24.0,2.2,4.0,1.0,75.6,7.860000000000001,3.96,0.205,0.024,2.2,1.4,15.6,1.2,0.6,3.4,39.2,21.6,1.6,4.6,15.8,3.2,3.0,2.8,2.2,1.8,0.2,0.0,0.2,29.8,0.0,0.0,0.0,0.0,0.0,0.0,27.4,22.4,10016,GNB,73.5,7.074999999999999,4.875,0.285,0.010499999999999999,3.0,1.25,20.75,0.5,0.25,3.0,36.25,22.0,1.5,3.25,1.0,78.75,7.325,5.6499999999999995,0.29475,0.0,4.25,2.0,23.25,0.0,0.0,0.75,35.5,29.75,2.0,1.75,14.25,3.0,2.25,2.0,1.5,1.25,0.75,0.75,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,25.25,37.5
123,354,6,2020,7024,Pittsburgh,Def,pit,h,cle,18,3600,10001,PIT,81.25,7.725,4.65,0.25525,0.0095,3.5,1.5,20.75,0.25,0.5,1.5,37.25,30.5,1.5,3.75,1.0,74.25,8.5,4.075,0.22325,0.02625,2.75,0.75,16.5,1.5,0.5,5.0,40.75,19.0,1.25,4.5,13.75,3.5,3.25,3.0,1.5,1.5,0.25,0.25,0.25,23.25,0.0,0.0,0.0,0.0,0.0,0.0,29.0,21.75,10027,CLE,81.2,7.5,4.76,0.28620000000000007,0.0308,3.6,1.4,23.6,1.2,1.2,2.4,45.4,22.4,1.4,2.4,1.0,81.2,7.519999999999999,4.779999999999999,0.2774,0.015,3.6,1.4,22.6,0.8,0.4,1.4,32.2,34.2,1.6,3.2,11.8,3.6,3.0,2.8,1.4,1.4,0.6,0.6,0.0,14.8,0.2,0.0,0.0,0.0,0.0,0.2,29.8,30.8
124,355,6,2020,7016,Miami,Def,mia,h,nyj,15,2900,10030,MIA,76.6,7.08,4.74,0.27280000000000004,0.014000000000000002,2.6,2.8,21.0,1.0,0.0,1.6,35.8,27.6,2.8,3.2,1.0,74.4,7.140000000000001,5.1,0.2874,0.021800000000000003,3.0,0.6,21.4,0.8,0.8,2.8,35.8,25.4,0.8,3.2,18.4,2.6,2.0,2.0,2.8,2.8,0.6,0.6,0.0,15.6,0.0,0.0,0.0,0.0,0.0,0.0,27.2,22.6,10028,NYJ,78.6,7.980000000000001,5.02,0.2638,0.0174,3.4,1.8,20.8,1.0,0.4,1.4,34.6,30.8,2.4,2.8,1.0,77.4,7.780000000000001,3.62,0.19139999999999996,0.014000000000000002,1.2,1.8,14.8,0.8,0.2,3.0,37.6,25.0,1.8,5.0,7.6,3.8,3.6,3.6,2.4,1.8,0.2,0.0,0.2,11.6,0.0,0.0,0.4,0.0,0.0,0.4,31.8,15.0
125,356,6,2020,7001,Arizona,Def,ari,a,dal,15,3000,10029,ARI,80.8,7.9,4.86,0.2908,0.020200000000000003,3.2,1.2,23.4,1.2,0.4,1.6,37.8,29.6,1.6,3.8,1.0,77.6,7.859999999999999,4.46,0.2512,0.005,2.2,1.8,19.6,0.2,0.2,2.8,36.2,27.6,2.0,4.4,12.2,3.2,3.0,2.8,1.6,1.2,0.2,0.0,0.0,8.2,0.0,0.0,0.0,0.0,0.0,0.0,25.6,20.4,10011,DAL,86.8,7.06,4.64,0.262,0.0072,3.8,2.4,22.8,0.2,0.4,2.0,36.4,33.4,2.6,4.0,1.0,90.2,7.18,5.38,0.3068,0.024,3.8,1.6,27.8,0.8,1.4,2.2,49.2,25.0,1.8,3.0,10.6,4.0,3.2,3.2,2.6,2.4,0.8,0.6,0.2,15.6,0.0,0.0,0.2,0.0,0.0,0.2,35.6,32.6
126,357,6,2020,7010,Denver,Def,den,a,nwe,14,3500,10014,DEN,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,1.0,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,20.5,2.25,2.0,2.0,1.75,1.5,0.25,0.25,0.0,10.25,0.0,0.0,0.0,0.0,0.0,0.0,20.5,23.5,10006,NWE,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,1.0,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,19.5,2.75,2.5,2.25,1.5,1.25,0.25,0.25,0.0,21.5,0.0,0.0,0.25,0.0,0.0,0.25,23.0,24.25
127,358,6,2020,7020,New York G,Def,nyg,h,was,14,3200,10023,NYG,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,1.0,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,26.4,1.2,0.8,0.8,2.8,2.6,0.4,0.2,0.0,19.4,0.0,0.0,0.2,0.0,0.0,0.2,16.2,26.6,10032,WAS,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,1.0,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,13.2,3.4,3.4,3.2,1.8,1.6,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,17.8
128,359,6,2020,7006,Chicago,Def,chi,a,car,11,3400,10005,CHI,79.6,7.720000000000001,4.0200000000000005,0.23479999999999998,0.0152,2.4,1.4,18.8,1.2,0.0,2.2,42.0,23.0,1.8,4.8,1.0,80.4,8.08,4.260000000000001,0.22680000000000003,0.0126,1.6,3.0,18.2,0.6,0.4,2.2,40.2,26.0,3.6,4.2,16.6,2.4,2.0,2.0,1.8,1.4,0.4,0.2,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,10019,CAR,75.4,7.7,4.7,0.26940000000000003,0.0206,2.8,1.4,20.4,0.6,1.0,1.0,37.4,24.6,1.4,3.6,1.0,77.4,7.340000000000001,5.14,0.2728,0.012199999999999999,2.4,2.6,21.4,0.6,0.4,1.6,37.0,27.2,2.8,2.6,17.4,2.8,2.6,2.6,1.4,1.4,0.2,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,0.0,23.6,24.4
129,360,6,2020,7002,Atlanta,Def,atl,a,min,7,2200,10024,ATL,84.2,7.4,4.639999999999999,0.2666,0.0094,2.6,2.4,22.4,0.6,0.2,2.2,43.2,25.6,2.6,3.8,1.0,82.6,7.26,5.4,0.2888,0.010400000000000001,4.0,1.6,23.8,0.4,0.6,1.4,42.0,25.6,1.8,3.2,14.2,2.6,2.2,1.6,2.6,2.4,0.4,0.0,0.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,24.4,32.2,10018,MIN,80.6,7.640000000000001,4.98,0.2646,0.0078,3.0,3.0,21.4,0.6,0.0,2.2,36.4,29.6,3.0,3.0,1.0,76.0,7.58,4.8999999999999995,0.2712,0.0274,3.2,1.2,21.0,1.4,0.6,2.6,30.4,30.8,1.6,3.0,15.8,3.0,2.6,2.6,3.0,3.0,0.4,0.0,0.4,16.0,0.0,0.0,0.0,0.0,0.0,0.0,29.6,26.4
130,361,6,2020,7018,New England,Def,nwe,h,den,7,4100,10006,NWE,81.25,7.25,4.875,0.29674999999999996,0.02125,2.5,1.25,24.0,1.25,0.5,1.75,33.75,35.0,1.75,2.75,1.0,70.25,7.300000000000001,4.925,0.27025,0.02875,2.5,1.25,19.0,1.0,1.0,1.5,31.5,25.75,1.5,3.5,16.0,3.0,2.75,2.5,1.75,1.25,0.25,0.0,0.0,19.25,0.0,0.0,0.25,0.25,0.0,0.5,24.25,23.0,10014,DEN,85.25,7.625,4.325,0.22075,0.00625,2.25,2.25,18.75,0.25,0.25,2.5,44.0,26.25,3.0,4.25,1.0,77.0,8.225,3.975,0.20575,0.025500000000000002,2.25,1.5,15.75,1.5,0.5,3.25,38.75,24.25,1.75,4.25,21.25,2.5,2.25,1.75,3.0,2.25,0.25,0.0,0.5,24.5,0.0,0.0,0.25,0.0,0.0,0.25,23.5,20.5
131,362,6,2020,7003,Baltimore,Def,bal,a,phi,7,4500,10007,BAL,70.8,7.760000000000001,4.74,0.26199999999999996,0.014599999999999998,3.0,2.0,18.6,0.6,0.4,2.4,29.8,28.8,2.2,3.2,1.0,80.2,7.959999999999999,4.16,0.24019999999999997,0.0256,1.8,1.0,19.4,0.6,1.4,3.2,41.6,24.8,1.6,4.0,15.4,3.4,3.4,3.4,2.2,2.0,0.0,0.0,0.0,20.6,0.2,0.0,0.0,0.4,0.0,0.6,29.8,15.2,10003,PHI,83.4,7.720000000000001,4.3,0.26820000000000005,0.009999999999999998,3.6,1.4,22.2,0.4,0.4,3.6,39.6,29.0,1.6,4.4,1.0,82.2,7.94,3.94,0.23899999999999996,0.0294,2.4,1.4,19.6,1.8,0.6,3.8,43.0,24.6,1.8,4.2,12.6,3.6,3.4,3.2,1.6,1.4,0.2,0.0,0.0,22.4,0.0,0.0,0.0,0.0,0.0,0.0,29.0,22.6
132,363,6,2020,7021,New York J,Def,nyj,a,mia,6,2400,10028,NYJ,77.4,7.780000000000001,3.62,0.19139999999999996,0.014000000000000002,1.2,1.8,14.8,0.8,0.2,3.0,37.6,25.0,1.8,5.0,1.0,78.6,7.980000000000001,5.02,0.2638,0.0174,3.4,1.8,20.8,1.0,0.4,1.4,34.6,30.8,2.4,2.8,26.8,1.4,1.2,1.2,1.8,1.8,0.2,0.0,0.0,20.4,0.0,0.0,0.2,0.0,0.0,0.2,15.0,31.8,10030,MIA,74.4,7.140000000000001,5.1,0.2874,0.021800000000000003,3.0,0.6,21.4,0.8,0.8,2.8,35.8,25.4,0.8,3.2,1.0,76.6,7.08,4.74,0.27280000000000004,0.014000000000000002,2.6,2.8,21.0,1.0,0.0,1.6,35.8,27.6,2.8,3.2,16.2,3.0,3.0,2.8,0.8,0.6,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,22.6,27.2
133,364,6,2020,7011,Detroit,Def,det,a,jac,6,3000,10015,DET,77.5,7.75,4.2749999999999995,0.235,0.0095,2.75,1.75,18.25,0.75,0.0,3.0,37.25,24.75,2.25,4.25,1.0,79.25,7.65,5.1,0.31625,0.013000000000000001,3.75,1.25,25.0,1.0,0.0,1.25,32.75,33.0,1.25,3.0,17.0,2.75,2.5,2.5,2.25,1.75,0.25,0.25,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,24.75,31.75,10025,JAX,75.4,7.239999999999999,5.540000000000001,0.2918,0.0132,3.2,2.4,22.0,1.0,0.0,1.0,33.2,29.6,2.6,1.8,1.0,77.6,7.339999999999999,4.680000000000001,0.2712,0.0172,2.6,1.4,21.2,0.8,0.6,3.2,42.6,21.4,2.0,2.6,13.0,3.2,3.2,3.0,2.6,2.4,0.0,0.0,0.0,12.2,0.0,0.0,0.0,0.0,0.0,0.0,29.4,21.8
134,365,6,2020,7027,San Francisco,Def,sfo,h,lar,5,3100,10004,SFO,77.4,8.000000000000002,4.68,0.2508,0.0184,3.0,1.4,19.6,1.0,0.4,3.6,38.8,25.6,1.6,3.2,1.0,76.2,7.88,4.2,0.2186,0.014799999999999999,2.0,2.4,17.0,0.6,0.4,2.0,34.0,28.0,2.8,3.8,18.8,3.0,2.6,2.6,1.6,1.4,0.4,0.0,0.0,28.8,0.0,0.0,0.0,0.0,0.0,0.0,24.8,22.8,10022,LAR,76.6,7.7,3.9200000000000004,0.24560000000000004,0.018,2.0,1.4,19.0,0.8,0.6,4.0,40.2,22.6,1.6,4.6,1.0,77.6,7.239999999999999,5.14,0.28700000000000003,0.0132,3.4,1.2,22.4,0.6,0.4,1.4,31.8,33.8,1.6,3.0,20.8,2.0,1.8,1.8,1.6,1.4,0.2,0.0,0.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,18.0,27.2
135,366,6,2020,7007,Cincinnati,Def,cin,a,ind,4,2100,10010,CIN,87.2,8.059999999999999,3.8200000000000003,0.24299999999999997,0.016999999999999998,1.8,2.6,21.4,0.6,0.8,4.4,45.6,26.4,2.8,4.6,1.0,82.6,7.359999999999999,4.8,0.2476,0.012,2.4,2.4,20.2,1.0,0.0,1.8,37.2,30.8,3.0,3.6,21.2,1.8,1.8,1.8,2.8,2.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,20.4,25.2,10009,IND,70.8,7.640000000000001,3.7,0.20339999999999997,0.0256,1.6,1.4,14.6,1.8,0.0,2.2,33.2,23.8,1.4,4.2,1.0,75.0,7.639999999999999,4.68,0.2454,0.013800000000000002,1.8,3.0,18.4,1.0,0.0,1.0,32.6,29.8,3.4,2.4,22.6,1.8,1.4,1.4,1.4,1.4,0.4,0.4,0.2,12.8,0.0,0.0,0.2,0.0,0.0,0.2,17.2,24.4
136,367,6,2020,7032,Houston,Def,hou,a,ten,4,2700,10031,HOU,70.0,7.6,5.12,0.2602,0.017400000000000002,2.4,1.8,18.2,1.0,0.2,3.4,36.0,20.4,2.0,3.4,1.0,83.0,6.9799999999999995,4.680000000000001,0.2806,0.007000000000000001,3.0,1.8,23.2,0.0,0.6,2.6,35.4,33.8,2.4,3.2,18.2,2.4,2.2,2.2,2.0,1.8,0.2,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,22.0,28.0,10013,TEN,79.5,7.4750000000000005,5.125,0.28775,0.027999999999999997,3.0,0.75,23.0,1.5,0.75,1.25,39.0,27.0,1.0,3.0,1.0,82.5,7.049999999999999,4.574999999999999,0.26825,0.00275,3.5,2.25,22.0,0.25,0.0,1.0,34.0,34.0,3.0,3.25,14.25,3.0,2.5,2.25,1.0,0.75,0.5,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,22.5,30.5
137,368,6,2020,7031,Washington,Def,was,a,nyg,4,3300,10032,WAS,78.6,7.6,3.3,0.20660000000000003,0.0184,2.2,1.0,16.4,0.6,0.8,4.2,39.4,23.4,1.4,6.2,1.0,78.2,8.2,4.5200000000000005,0.236,0.0206,3.4,1.6,18.4,1.2,0.4,3.0,34.0,30.6,1.8,4.6,23.6,2.2,1.8,1.6,1.4,1.0,0.4,0.0,0.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,17.8,28.4,10023,NYG,77.2,7.68,4.4,0.262,0.0134,2.8,2.0,20.4,0.6,0.4,2.4,34.6,29.8,2.4,2.8,1.0,73.6,7.960000000000001,3.8200000000000003,0.2294,0.028000000000000004,1.0,2.6,17.0,1.0,1.0,3.2,39.6,21.0,2.8,3.2,16.0,3.0,2.8,2.6,2.4,2.0,0.2,0.0,0.0,18.2,0.0,0.0,0.0,0.2,0.0,0.2,26.6,16.2
138,369,6,2020,7013,Indianapolis,Def,ind,h,cin,4,4000,10009,IND,75.0,7.639999999999999,4.68,0.2454,0.013800000000000002,1.8,3.0,18.4,1.0,0.0,1.0,32.6,29.8,3.4,2.4,1.0,70.8,7.640000000000001,3.7,0.20339999999999997,0.0256,1.6,1.4,14.6,1.8,0.0,2.2,33.2,23.8,1.4,4.2,19.2,2.2,2.2,2.2,3.4,3.0,0.0,0.0,0.4,6.0,0.2,0.0,0.4,0.0,0.0,0.6,24.4,17.2,10010,CIN,82.6,7.359999999999999,4.8,0.2476,0.012,2.4,2.4,20.2,1.0,0.0,1.8,37.2,30.8,3.0,3.6,1.0,87.2,8.059999999999999,3.8200000000000003,0.24299999999999997,0.016999999999999998,1.8,2.6,21.4,0.6,0.8,4.4,45.6,26.4,2.8,4.6,19.2,2.6,2.4,2.4,3.0,2.4,0.2,0.0,0.0,19.0,0.0,0.0,0.0,0.2,0.0,0.2,25.2,20.4
139,370,6,2020,7004,Buffalo,Def,buf,h,kan,3,2600,10002,BUF,78.2,7.6,5.2,0.28959999999999997,0.020200000000000003,3.6,1.0,22.6,0.6,1.0,2.0,40.8,24.4,1.4,2.4,1.0,78.0,7.06,4.74,0.28419999999999995,0.016,3.4,1.4,22.4,0.4,0.8,2.0,39.2,25.2,1.6,3.0,8.0,3.6,3.4,3.2,1.4,1.0,0.2,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,27.8,28.4,10008,KAN,79.0,7.1800000000000015,4.819999999999999,0.25680000000000003,0.019799999999999998,2.6,1.4,20.4,1.2,0.4,2.6,34.8,31.4,1.6,2.8,1.0,80.2,7.56,5.06,0.28159999999999996,0.0078,3.4,1.6,22.6,0.2,0.4,1.2,39.8,26.4,1.8,3.6,19.8,2.6,2.4,2.2,1.6,1.4,0.2,0.0,0.0,16.4,0.2,0.0,0.0,0.0,0.0,0.2,22.0,29.8
140,371,6,2020,7015,Kansas City,Def,kan,a,buf,3,2500,10008,KAN,80.2,7.56,5.06,0.28159999999999996,0.0078,3.4,1.6,22.6,0.2,0.4,1.2,39.8,26.4,1.8,3.6,1.0,79.0,7.1800000000000015,4.819999999999999,0.25680000000000003,0.019799999999999998,2.6,1.4,20.4,1.2,0.4,2.6,34.8,31.4,1.6,2.8,10.6,3.6,3.2,2.6,1.8,1.6,0.4,0.4,0.0,14.6,0.0,0.0,0.2,0.0,0.0,0.2,29.8,22.0,10002,BUF,78.0,7.06,4.74,0.28419999999999995,0.016,3.4,1.4,22.4,0.4,0.8,2.0,39.2,25.2,1.6,3.0,1.0,78.2,7.6,5.2,0.28959999999999997,0.020200000000000003,3.6,1.0,22.6,0.6,1.0,2.0,40.8,24.4,1.4,2.4,15.4,3.4,3.0,3.0,1.6,1.4,0.4,0.4,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,28.4,27.8
141,372,6,2020,7023,Philadelphia,Def,phi,h,bal,2,2600,10003,PHI,82.2,7.94,3.94,0.23899999999999996,0.0294,2.4,1.4,19.6,1.8,0.6,3.8,43.0,24.6,1.8,4.2,1.0,83.4,7.720000000000001,4.3,0.26820000000000005,0.009999999999999998,3.6,1.4,22.2,0.4,0.4,3.6,39.6,29.0,1.6,4.4,20.4,2.6,2.0,2.0,1.8,1.4,0.6,0.4,0.0,22.2,0.0,0.0,0.2,0.0,0.0,0.2,22.6,29.0,10007,BAL,80.2,7.959999999999999,4.16,0.24019999999999997,0.0256,1.8,1.0,19.4,0.6,1.4,3.2,41.6,24.8,1.6,4.0,1.0,70.8,7.760000000000001,4.74,0.26199999999999996,0.014599999999999998,3.0,2.0,18.6,0.6,0.4,2.4,29.8,28.8,2.2,3.2,22.8,1.8,1.8,1.4,1.6,1.0,0.0,0.0,0.0,14.2,0.0,0.0,0.0,0.0,0.0,0.0,15.2,29.8
142,373,6,2020,7005,Carolina,Def,car,h,chi,2,2900,10019,CAR,77.4,7.340000000000001,5.14,0.2728,0.012199999999999999,2.4,2.6,21.4,0.6,0.4,1.6,37.0,27.2,2.8,2.6,1.0,75.4,7.7,4.7,0.26940000000000003,0.0206,2.8,1.4,20.4,0.6,1.0,1.0,37.4,24.6,1.4,3.6,17.0,2.4,2.2,1.8,2.8,2.6,0.2,0.2,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,24.4,23.6,10005,CHI,80.4,8.08,4.260000000000001,0.22680000000000003,0.0126,1.6,3.0,18.2,0.6,0.4,2.2,40.2,26.0,3.6,4.2,1.0,79.6,7.720000000000001,4.0200000000000005,0.23479999999999998,0.0152,2.4,1.4,18.8,1.2,0.0,2.2,42.0,23.0,1.8,4.8,24.0,1.6,1.6,1.4,3.6,3.0,0.0,0.0,0.0,13.4,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0
143,374,6,2020,7014,Jacksonville,Def,jac,h,det,1,2800,10025,JAX,77.6,7.339999999999999,4.680000000000001,0.2712,0.0172,2.6,1.4,21.2,0.8,0.6,3.2,42.6,21.4,2.0,2.6,1.0,75.4,7.239999999999999,5.540000000000001,0.2918,0.0132,3.2,2.4,22.0,1.0,0.0,1.0,33.2,29.6,2.6,1.8,17.6,2.6,2.4,2.0,2.0,1.4,0.2,0.0,0.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,21.8,29.4,10015,DET,79.25,7.65,5.1,0.31625,0.013000000000000001,3.75,1.25,25.0,1.0,0.0,1.25,32.75,33.0,1.25,3.0,1.0,77.5,7.75,4.2749999999999995,0.235,0.0095,2.75,1.75,18.25,0.75,0.0,3.0,37.25,24.75,2.25,4.25,8.0,4.0,3.75,3.5,1.25,1.25,0.25,0.25,0.0,10.75,0.0,0.0,0.25,0.0,0.0,0.25,31.75,24.75
144,375,6,2020,7008,Cleveland,Def,cle,a,pit,1,2700,10027,CLE,81.2,7.519999999999999,4.779999999999999,0.2774,0.015,3.6,1.4,22.6,0.8,0.4,1.4,32.2,34.2,1.6,3.2,1.0,81.2,7.5,4.76,0.28620000000000007,0.0308,3.6,1.4,23.6,1.2,1.2,2.4,45.4,22.4,1.4,2.4,9.8,3.8,3.6,3.4,1.6,1.4,0.2,0.2,0.2,6.4,0.0,0.0,0.2,0.0,0.0,0.2,30.8,29.8,10001,PIT,74.25,8.5,4.075,0.22325,0.02625,2.75,0.75,16.5,1.5,0.5,5.0,40.75,19.0,1.25,4.5,1.0,81.25,7.725,4.65,0.25525,0.0095,3.5,1.5,20.75,0.25,0.5,1.5,37.25,30.5,1.5,3.75,17.75,2.75,2.0,2.0,1.25,0.75,0.75,0.5,0.0,15.75,0.0,0.0,0.0,0.0,0.0,0.0,21.75,29.0
145,376,6,2020,7025,LA Rams,Def,lar,a,sfo,0,3500,10022,LAR,77.6,7.239999999999999,5.14,0.28700000000000003,0.0132,3.4,1.2,22.4,0.6,0.4,1.4,31.8,33.8,1.6,3.0,1.0,76.6,7.7,3.9200000000000004,0.24560000000000004,0.018,2.0,1.4,19.0,0.8,0.6,4.0,40.2,22.6,1.6,4.6,15.2,3.4,3.2,2.8,1.6,1.2,0.2,0.2,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,27.2,18.0,10004,SFO,76.2,7.88,4.2,0.2186,0.014799999999999999,2.0,2.4,17.0,0.6,0.4,2.0,34.0,28.0,2.8,3.8,1.0,77.4,8.000000000000002,4.68,0.2508,0.0184,3.0,1.4,19.6,1.0,0.4,3.6,38.8,25.6,1.6,3.2,20.0,2.2,2.0,2.0,2.8,2.4,0.2,0.2,0.0,17.0,0.0,0.0,0.2,0.0,0.0,0.2,22.8,24.8
