,,Week,Year,GID,Name,Pos,Team,h/a,Oppt,DK points,DK salary,OffenseUID,TmOFNS,CALCAVGPTDOFFPlaysOFNS,CALCAVGPTDOFFToGoOFNS,CALCAVGPTDOFFYdsOFNS,CALCAVGPTDOFF1st%OFNS,CALCAVGPTDOFFTO%OFNS,CALCAVGPTDOFFTDOFNS,CALCAVGPTDOFFFGOFNS,CALCAVGPTDOFFnanOFNS,CALCAVGPTDOFFIntOFNS,CALCAVGPTDOFFFmbOFNS,CALCAVGPTDOFFSkOFNS,CALCAVGPTDOFFPassOFNS,CALCAVGPTDOFFRushOFNS,CALCAVGPTDOFFFGOFNS1,CALCAVGPTDOFFPuntOFNS,CALCAVGPTDOFFGDFNS,CALCAVGPTDOFFPlaysDFNS,CALCAVGPTDOFFToGoDFNS,CALCAVGPTDOFFYdsDFNS,CALCAVGPTDOFF1st%DFNS,CALCAVGPTDOFFTO%DFNS,CALCAVGPTDOFFTDDFNS,CALCAVGPTDOFFFGDFNS,CALCAVGPTDOFFnanDFNS,CALCAVGPTDOFFIntDFNS,CALCAVGPTDOFFFmbDFNS,CALCAVGPTDOFFSkDFNS,CALCAVGPTDOFFPassDFNS,CALCAVGPTDOFFRushDFNS,CALCAVGPTDOFFFGDFNS1,CALCAVGPTDOFFPuntDFNS,CALCAVGPTDOFFRkALLSCR,CALCAVGPTDOFFTDALLSCR,CALCAVGPTDOFFXPAALLSCR,CALCAVGPTDOFFXPMALLSCR,CALCAVGPTDOFFFGAALLSCR,CALCAVGPTDOFFFGMALLSCR,CALCAVGPTDOFF2PAALLSCR,CALCAVGPTDOFF2PMALLSCR,CALCAVGPTDOFFSftyALLSCR,CALCAVGPTDOFFRkDSTSCR,CALCAVGPTDOFFKRDSTSCR,CALCAVGPTDOFFPRDSTSCR,CALCAVGPTDOFFIRDSTSCR,CALCAVGPTDOFFFRDSTSCR,CALCAVGPTDOFFORDSTSCR,CALCAVGPTDOFFRetTDDSTSCR,CALCAVGPTDOFFPtsFor,CALCAVGPTDOFFPtsAgainst,DefenseUID,Opponent,CALCAVGPTDOPPPlaysOFNS,CALCAVGPTDOPPToGoOFNS,CALCAVGPTDOPPYdsOFNS,CALCAVGPTDOPP1st%OFNS,CALCAVGPTDOPPTO%OFNS,CALCAVGPTDOPPTDOFNS,CALCAVGPTDOPPFGOFNS,CALCAVGPTDOPPnanOFNS,CALCAVGPTDOPPIntOFNS,CALCAVGPTDOPPFmbOFNS,CALCAVGPTDOPPSkOFNS,CALCAVGPTDOPPPassOFNS,CALCAVGPTDOPPRushOFNS,CALCAVGPTDOPPFGOFNS1,CALCAVGPTDOPPPuntOFNS,CALCAVGPTDOPPGDFNS,CALCAVGPTDOPPPlaysDFNS,CALCAVGPTDOPPToGoDFNS,CALCAVGPTDOPPYdsDFNS,CALCAVGPTDOPP1st%DFNS,CALCAVGPTDOPPTO%DFNS,CALCAVGPTDOPPTDDFNS,CALCAVGPTDOPPFGDFNS,CALCAVGPTDOPPnanDFNS,CALCAVGPTDOPPIntDFNS,CALCAVGPTDOPPFmbDFNS,CALCAVGPTDOPPSkDFNS,CALCAVGPTDOPPPassDFNS,CALCAVGPTDOPPRushDFNS,CALCAVGPTDOPPFGDFNS1,CALCAVGPTDOPPPuntDFNS,CALCAVGPTDOPPRkALLSCR,CALCAVGPTDOPPTDALLSCR,CALCAVGPTDOPPXPAALLSCR,CALCAVGPTDOPPXPMALLSCR,CALCAVGPTDOPPFGAALLSCR,CALCAVGPTDOPPFGMALLSCR,CALCAVGPTDOPP2PAALLSCR,CALCAVGPTDOPP2PMALLSCR,CALCAVGPTDOPPSftyALLSCR,CALCAVGPTDOPPRkDSTSCR,CALCAVGPTDOPPKRDSTSCR,CALCAVGPTDOPPPRDSTSCR,CALCAVGPTDOPPIRDSTSCR,CALCAVGPTDOPPFRDSTSCR,CALCAVGPTDOPPORDSTSCR,CALCAVGPTDOPPRetTDDSTSCR,CALCAVGPTDOPPPtsFor,CALCAVGPTDOPPPtsAgainst
170,369,7,2020,7009,Dallas,Def,dal,a,was,2,3000,10011,DAL,91.33333333333333,7.316666666666666,5.066666666666666,0.29516666666666663,0.026833333333333334,3.3333333333333335,1.5,27.0,1.0,1.5,2.3333333333333335,50.5,25.333333333333332,1.8333333333333333,3.0,1.0,84.5,7.133333333333333,4.866666666666666,0.264,0.005999999999999999,4.0,2.1666666666666665,22.333333333333332,0.16666666666666666,0.3333333333333333,1.8333333333333333,34.5,33.666666666666664,2.3333333333333335,4.0,10.0,3.5,2.6666666666666665,2.3333333333333335,1.8333333333333333,1.5,0.8333333333333334,0.5,0.0,9.166666666666666,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,28.833333333333332,36.0,10032,WAS,74.66666666666667,7.95,4.466666666666667,0.23466666666666666,0.020166666666666666,3.0,1.6666666666666667,17.5,1.1666666666666667,0.3333333333333333,2.6666666666666665,31.666666666666668,29.833333333333332,1.8333333333333333,4.166666666666667,1.0,78.83333333333333,7.6499999999999995,3.4499999999999997,0.21800000000000005,0.0195,2.1666666666666665,1.1666666666666667,17.333333333333332,0.6666666666666666,0.8333333333333334,4.0,40.333333333333336,23.5,1.6666666666666667,5.333333333333333,14.166666666666666,3.1666666666666665,3.1666666666666665,3.0,1.8333333333333333,1.6666666666666667,0.0,0.0,0.0,17.333333333333332,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,27.0,18.0
171,370,7,2020,7002,Atlanta,Def,atl,h,det,2,2400,10024,ATL,85.66666666666667,7.316666666666666,4.699999999999999,0.26333333333333336,0.009666666666666665,2.8333333333333335,2.6666666666666665,22.5,0.5,0.3333333333333333,2.1666666666666665,43.0,27.5,2.8333333333333335,3.5,1.0,79.83333333333333,7.199999999999999,5.416666666666667,0.2836666666666667,0.016166666666666666,3.8333333333333335,1.3333333333333333,22.666666666666668,0.8333333333333334,0.5,1.3333333333333333,41.166666666666664,23.5,1.5,3.3333333333333335,12.833333333333334,2.8333333333333335,2.5,2.0,2.8333333333333335,2.6666666666666665,0.3333333333333333,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,27.0,30.666666666666668,10015,DET,78.2,7.5,4.819999999999999,0.29359999999999997,0.0158,3.4,1.2,23.0,1.0,0.2,1.2,35.2,29.6,1.4,2.8,1.0,78.6,7.779999999999999,4.4,0.2386,0.01,3.0,1.8,18.8,0.8,0.0,2.4,36.0,27.6,2.4,3.8,10.0,3.6,3.2,3.0,1.4,1.2,0.4,0.2,0.0,11.4,0.0,0.0,0.2,0.0,0.0,0.2,28.6,26.6
172,371,7,2020,7024,Pittsburgh,Def,pit,a,ten,2,3500,10001,PIT,80.0,7.779999999999999,4.46,0.2522,0.0076,3.6,1.4,20.2,0.2,0.4,1.6,34.8,31.8,1.4,4.0,1.0,73.0,8.3,3.9,0.20800000000000002,0.0268,2.4,0.6,15.2,1.6,0.4,4.8,39.0,19.6,1.0,4.8,11.8,3.8,3.6,3.4,1.4,1.4,0.2,0.2,0.2,23.2,0.0,0.0,0.2,0.0,0.0,0.2,30.8,18.8,10013,TEN,80.2,7.260000000000001,5.1,0.28559999999999997,0.022399999999999996,3.4,0.8,23.0,1.2,0.6,1.4,39.2,27.0,1.0,3.2,1.0,83.0,7.239999999999999,5.08,0.2828,0.007000000000000001,4.0,1.8,23.4,0.4,0.2,1.2,35.8,32.6,2.8,2.8,12.0,3.4,2.8,2.4,1.0,0.8,0.6,0.0,0.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,25.2,32.8
173,372,7,2020,7019,New Orleans,Def,nor,h,car,1,3200,10020,NOR,80.4,7.18,4.779999999999999,0.2796,0.01,3.4,1.8,22.2,0.6,0.2,1.4,37.0,28.0,1.8,4.0,1.0,80.6,7.32,4.2,0.23620000000000002,0.0124,3.8,1.2,19.0,0.6,0.4,2.6,36.8,28.2,1.6,3.8,11.8,3.6,3.6,3.6,1.8,1.8,0.0,0.0,0.0,17.6,0.0,0.0,0.2,0.0,0.0,0.2,30.6,30.0,10019,CAR,75.83333333333333,7.633333333333333,4.466666666666667,0.2651666666666667,0.01933333333333333,2.6666666666666665,1.6666666666666667,20.166666666666668,0.6666666666666666,0.8333333333333334,0.8333333333333334,37.666666666666664,24.666666666666668,1.6666666666666667,3.6666666666666665,1.0,76.83333333333333,7.433333333333334,4.966666666666666,0.2633333333333333,0.017,2.1666666666666665,2.6666666666666665,20.5,0.8333333333333334,0.5,2.0,36.333333333333336,27.5,3.0,2.3333333333333335,17.333333333333332,2.6666666666666665,2.5,2.5,1.6666666666666667,1.6666666666666667,0.16666666666666666,0.0,0.0,16.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,23.5,23.0
174,373,7,2020,7028,Seattle,Def,sea,a,ari,0,2700,10021,SEA,76.2,7.380000000000001,5.2,0.27540000000000003,0.0104,4.6,0.4,20.8,0.6,0.2,3.0,37.0,23.4,0.4,4.4,1.0,89.2,7.44,5.26,0.3012,0.0224,2.8,2.4,26.8,1.4,0.6,1.8,49.8,25.6,2.6,2.2,7.0,4.6,4.2,4.2,0.4,0.4,0.4,0.2,0.2,27.8,0.0,0.0,0.0,0.0,0.0,0.0,33.4,27.0,10029,ARI,80.83333333333333,7.883333333333333,4.3,0.24883333333333332,0.011000000000000001,2.0,1.6666666666666667,20.166666666666668,0.5,0.5,2.8333333333333335,39.666666666666664,27.5,2.0,4.166666666666667,1.0,79.5,7.833333333333333,5.05,0.288,0.016833333333333336,3.5,1.1666666666666667,22.833333333333332,1.0,0.3333333333333333,1.5,35.666666666666664,30.5,1.5,3.8333333333333335,22.166666666666668,2.0,1.6666666666666667,1.6666666666666667,2.0,1.6666666666666667,0.3333333333333333,0.0,0.0,17.166666666666668,0.0,0.0,0.0,0.0,0.0,0.0,18.666666666666668,27.666666666666668
175,374,7,2020,7007,Cincinnati,Def,cin,h,cle,-2,2800,10010,CIN,87.33333333333333,7.949999999999999,3.9333333333333336,0.24416666666666664,0.015999999999999997,2.0,2.5,21.5,0.6666666666666666,0.6666666666666666,4.0,44.833333333333336,27.333333333333332,2.8333333333333335,4.333333333333333,1.0,81.16666666666667,7.383333333333333,4.966666666666667,0.25816666666666666,0.014499999999999999,2.6666666666666665,2.1666666666666665,20.666666666666668,1.0,0.16666666666666666,1.6666666666666667,38.5,28.166666666666668,2.6666666666666665,3.5,19.333333333333332,2.0,2.0,2.0,2.8333333333333335,2.5,0.0,0.0,0.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,21.5,26.166666666666668,10027,CLE,80.16666666666667,7.583333333333333,4.583333333333333,0.2785,0.025666666666666667,3.6666666666666665,1.3333333333333333,22.666666666666668,1.0,1.0,2.3333333333333335,42.0,24.833333333333332,1.3333333333333333,2.8333333333333335,1.0,79.0,7.516666666666666,4.516666666666667,0.25566666666666665,0.017333333333333333,3.1666666666666665,1.1666666666666667,20.5,1.0,0.3333333333333333,1.8333333333333333,32.166666666666664,32.166666666666664,1.3333333333333333,3.6666666666666665,10.5,3.8333333333333335,3.3333333333333335,3.1666666666666665,1.3333333333333333,1.3333333333333333,0.5,0.5,0.0,16.166666666666668,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.3333333333333333,31.166666666666668,26.833333333333332
176,375,7,2020,7032,Houston,Def,hou,h,gnb,-2,2200,10031,HOU,72.16666666666667,7.3999999999999995,5.1000000000000005,0.26299999999999996,0.0145,2.8333333333333335,1.6666666666666667,19.0,0.8333333333333334,0.16666666666666666,3.1666666666666665,36.666666666666664,21.5,1.8333333333333333,3.5,1.0,83.33333333333333,7.1499999999999995,5.083333333333333,0.2906666666666667,0.009833333333333335,3.5,1.5,24.166666666666668,0.16666666666666666,0.6666666666666666,2.5,36.666666666666664,32.666666666666664,2.3333333333333335,2.8333333333333335,15.666666666666666,2.8333333333333335,2.5,2.3333333333333335,1.8333333333333333,1.6666666666666667,0.3333333333333333,0.0,0.0,12.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,24.333333333333332,30.333333333333332,10016,GNB,74.2,6.9799999999999995,4.74,0.2774,0.0084,3.2,1.2,20.4,0.4,0.2,2.4,34.6,24.6,1.4,3.6,1.0,78.4,7.4799999999999995,5.04,0.2696,0.0052,3.6,1.8,21.2,0.4,0.0,1.6,36.4,28.0,1.8,2.8,12.4,3.4,2.8,2.6,1.4,1.2,0.6,0.6,0.0,15.0,0.0,0.0,0.2,0.0,0.0,0.2,27.8,32.0
177,376,7,2020,7022,Las Vegas,Def,lvr,h,tam,-4,2400,10017,LVR,80.0,7.12,5.0,0.27040000000000003,0.018000000000000002,3.4,2.2,21.6,0.2,1.2,1.6,36.6,29.2,2.4,2.2,1.0,77.8,7.839999999999999,5.1,0.28280000000000005,0.007600000000000001,3.4,1.8,21.8,0.6,0.0,1.4,36.8,26.2,1.8,3.0,14.0,3.4,3.4,3.2,2.4,2.2,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,30.2,30.4,10026,TAM,75.83333333333333,7.900000000000001,3.733333333333334,0.19899999999999998,0.024333333333333332,2.0,1.3333333333333333,15.166666666666666,1.3333333333333333,0.5,3.6666666666666665,39.333333333333336,21.5,1.5,5.0,1.0,79.0,7.966666666666668,4.516666666666667,0.23716666666666666,0.015,3.3333333333333335,1.6666666666666667,18.833333333333332,0.6666666666666666,0.5,1.3333333333333333,38.666666666666664,25.833333333333332,2.0,4.166666666666667,19.0,2.3333333333333335,2.3333333333333335,2.3333333333333335,1.5,1.3333333333333333,0.0,0.0,0.0,12.5,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,20.333333333333332,29.166666666666668
178,355,8,2020,7016,Miami,Def,mia,h,lar,23,2400,10030,MIA,75.16666666666667,7.116666666666666,4.683333333333334,0.269,0.0165,2.6666666666666665,2.5,20.333333333333332,1.1666666666666667,0.0,1.6666666666666667,35.0,27.166666666666668,2.5,3.8333333333333335,1.0,76.16666666666667,7.183333333333334,4.766666666666667,0.263,0.02016666666666667,2.5,0.5,19.833333333333332,0.8333333333333334,0.6666666666666666,2.8333333333333335,37.666666666666664,24.833333333333332,0.8333333333333334,4.333333333333333,17.333333333333332,2.6666666666666665,2.1666666666666665,2.1666666666666665,2.5,2.5,0.5,0.5,0.0,15.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,26.666666666666668,18.833333333333332,10022,LAR,77.0,7.585714285714286,4.014285714285714,0.23871428571428574,0.016714285714285713,1.8571428571428572,1.2857142857142858,18.571428571428573,0.8571428571428571,0.42857142857142855,3.4285714285714284,39.714285714285715,23.857142857142858,1.4285714285714286,4.714285714285714,1.0,77.14285714285714,7.271428571428571,4.957142857142857,0.27414285714285713,0.013142857142857142,3.142857142857143,1.1428571428571428,21.285714285714285,0.5714285714285714,0.42857142857142855,1.1428571428571428,33.0,31.714285714285715,1.5714285714285714,3.7142857142857144,20.428571428571427,2.0,1.8571428571428572,1.8571428571428572,1.4285714285714286,1.2857142857142858,0.14285714285714285,0.0,0.0,16.285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,17.714285714285715,25.142857142857142
179,356,8,2020,7023,Philadelphia,Def,phi,h,dal,20,3500,10003,PHI,82.71428571428571,7.971428571428572,4.171428571428572,0.23842857142857143,0.02442857142857143,2.7142857142857144,1.1428571428571428,19.714285714285715,1.4285714285714286,0.5714285714285714,4.0,43.857142857142854,23.857142857142858,1.7142857142857142,4.571428571428571,1.0,81.57142857142857,7.971428571428572,4.3428571428571425,0.24914285714285717,0.013285714285714286,3.4285714285714284,1.4285714285714286,20.285714285714285,0.42857142857142855,0.5714285714285714,3.4285714285714284,37.285714285714285,29.142857142857142,1.5714285714285714,5.0,18.142857142857142,2.857142857142857,1.5714285714285714,1.5714285714285714,1.7142857142857142,1.1428571428571428,1.2857142857142858,0.5714285714285714,0.0,21.857142857142858,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.2857142857142857,23.285714285714285,28.0,10011,DAL,83.28571428571429,7.1,4.914285714285714,0.2601428571428572,0.005142857142857143,3.857142857142857,2.0,21.714285714285715,0.14285714285714285,0.2857142857142857,1.8571428571428572,33.42857142857143,34.42857142857143,2.2857142857142856,3.7142857142857144,1.0,87.57142857142857,7.5,4.6571428571428575,0.2794285714285714,0.02514285714285714,2.857142857142857,1.4285714285714286,24.857142857142858,1.0,1.2857142857142858,2.857142857142857,47.285714285714285,25.428571428571427,1.7142857142857142,3.2857142857142856,10.571428571428571,4.0,3.2857142857142856,3.2857142857142856,2.2857142857142856,2.0,0.7142857142857143,0.42857142857142855,0.2857142857142857,16.285714285714285,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,34.142857142857146,25.142857142857142
180,357,8,2020,7024,Pittsburgh,Def,pit,a,bal,18,3600,10001,PIT,81.0,7.683333333333334,4.416666666666667,0.2528333333333333,0.012166666666666668,3.5,1.5,20.5,0.6666666666666666,0.3333333333333333,1.3333333333333333,37.166666666666664,30.666666666666668,1.5,3.6666666666666665,1.0,72.66666666666667,8.25,3.9333333333333336,0.20383333333333334,0.022333333333333334,2.5,0.6666666666666666,14.833333333333334,1.3333333333333333,0.3333333333333333,4.333333333333333,37.833333333333336,20.166666666666668,1.1666666666666667,4.833333333333333,12.666666666666666,3.6666666666666665,3.5,3.3333333333333335,1.5,1.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,22.833333333333332,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,30.166666666666668,19.666666666666668,10007,BAL,80.5,7.983333333333333,4.2,0.23266666666666666,0.023333333333333334,2.1666666666666665,0.8333333333333334,18.833333333333332,0.5,1.3333333333333333,3.6666666666666665,42.333333333333336,23.666666666666668,1.5,4.333333333333333,1.0,73.16666666666667,8.016666666666667,4.6499999999999995,0.25166666666666665,0.012166666666666666,3.0,2.1666666666666665,18.333333333333332,0.5,0.3333333333333333,2.5,29.833333333333332,30.166666666666668,2.3333333333333335,3.8333333333333335,20.5,2.1666666666666665,1.5,1.1666666666666667,1.5,0.8333333333333334,0.6666666666666666,0.3333333333333333,0.0,15.5,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,17.333333333333332,29.833333333333332
181,358,8,2020,7013,Indianapolis,Def,ind,a,det,15,3100,10009,IND,74.83333333333333,7.616666666666666,4.866666666666666,0.25633333333333336,0.016,2.1666666666666665,2.6666666666666665,19.166666666666668,1.0,0.16666666666666666,1.0,34.666666666666664,27.333333333333332,3.0,2.5,1.0,73.66666666666667,7.6000000000000005,3.8333333333333335,0.21116666666666664,0.02316666666666667,1.8333333333333333,1.5,15.833333333333334,1.6666666666666667,0.0,2.1666666666666665,34.5,25.166666666666668,1.6666666666666667,4.0,17.166666666666668,2.5,2.5,2.5,3.0,2.6666666666666665,0.0,0.0,0.3333333333333333,6.166666666666667,0.16666666666666666,0.0,0.3333333333333333,0.0,0.0,0.5,25.5,18.833333333333332,10015,DET,78.66666666666667,7.45,4.816666666666666,0.294,0.015166666666666667,3.3333333333333335,1.0,23.166666666666668,0.8333333333333334,0.3333333333333333,1.3333333333333333,36.666666666666664,29.0,1.1666666666666667,3.0,1.0,77.5,7.849999999999999,4.566666666666666,0.24050000000000002,0.008333333333333333,2.8333333333333335,2.0,18.666666666666668,0.6666666666666666,0.0,2.3333333333333335,36.333333333333336,26.5,2.6666666666666665,3.6666666666666665,10.166666666666666,3.5,3.0,2.8333333333333335,1.1666666666666667,1.0,0.5,0.3333333333333333,0.0,9.833333333333334,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,27.5,26.0
182,359,8,2020,7009,Dallas,Def,dal,a,phi,13,2400,10011,DAL,87.57142857142857,7.5,4.6571428571428575,0.2794285714285714,0.02514285714285714,2.857142857142857,1.4285714285714286,24.857142857142858,1.0,1.2857142857142858,2.857142857142857,47.285714285714285,25.428571428571427,1.7142857142857142,3.2857142857142856,1.0,83.28571428571429,7.1,4.914285714285714,0.2601428571428572,0.005142857142857143,3.857142857142857,2.0,21.714285714285715,0.14285714285714285,0.2857142857142857,1.8571428571428572,33.42857142857143,34.42857142857143,2.2857142857142856,3.7142857142857144,12.428571428571429,3.0,2.2857142857142856,2.0,1.7142857142857142,1.4285714285714286,0.7142857142857143,0.42857142857142855,0.0,9.142857142857142,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,25.142857142857142,34.142857142857146,10003,PHI,81.57142857142857,7.971428571428572,4.3428571428571425,0.24914285714285717,0.013285714285714286,3.4285714285714284,1.4285714285714286,20.285714285714285,0.42857142857142855,0.5714285714285714,3.4285714285714284,37.285714285714285,29.142857142857142,1.5714285714285714,5.0,1.0,82.71428571428571,7.971428571428572,4.171428571428572,0.23842857142857143,0.02442857142857143,2.7142857142857144,1.1428571428571428,19.714285714285715,1.4285714285714286,0.5714285714285714,4.0,43.857142857142854,23.857142857142858,1.7142857142857142,4.571428571428571,13.0,3.4285714285714284,3.2857142857142856,3.142857142857143,1.5714285714285714,1.4285714285714286,0.14285714285714285,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.285714285714285
183,360,8,2020,7022,Las Vegas,Def,lvr,a,cle,9,2900,10017,LVR,79.66666666666667,7.050000000000001,4.8999999999999995,0.26166666666666666,0.017166666666666667,3.1666666666666665,2.1666666666666665,20.833333333333332,0.3333333333333333,1.0,1.8333333333333333,37.0,28.166666666666668,2.3333333333333335,2.5,1.0,79.0,7.699999999999999,5.133333333333334,0.2886666666666667,0.006333333333333334,3.8333333333333335,1.6666666666666667,22.666666666666668,0.5,0.0,1.1666666666666667,38.166666666666664,26.0,1.6666666666666667,3.0,15.5,3.1666666666666665,3.1666666666666665,3.0,2.3333333333333335,2.1666666666666665,0.0,0.0,0.0,23.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,28.5,32.833333333333336,10027,CLE,81.0,7.485714285714286,4.7,0.28857142857142865,0.025285714285714283,3.7142857142857144,1.4285714285714286,23.714285714285715,1.0,1.0,2.5714285714285716,43.42857142857143,24.285714285714285,1.4285714285714286,2.4285714285714284,1.0,77.0,7.471428571428571,4.742857142857142,0.2652857142857143,0.016999999999999998,3.4285714285714284,1.1428571428571428,20.571428571428573,1.0,0.2857142857142857,1.5714285714285714,31.714285714285715,30.714285714285715,1.2857142857142858,3.2857142857142856,9.857142857142858,3.857142857142857,3.4285714285714284,3.2857142857142856,1.4285714285714286,1.4285714285714286,0.42857142857142855,0.42857142857142855,0.0,14.714285714285714,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.2857142857142857,31.571428571428573,28.285714285714285
184,361,8,2020,7015,Kansas City,Def,kan,h,nyj,9,4500,10008,KAN,78.71428571428571,7.5,5.014285714285713,0.2822857142857143,0.009428571428571429,3.4285714285714284,1.8571428571428572,22.285714285714285,0.14285714285714285,0.5714285714285714,1.5714285714285714,36.42857142857143,28.571428571428573,2.0,3.2857142857142856,1.0,78.57142857142857,7.2857142857142865,4.542857142857143,0.253,0.02271428571428571,2.4285714285714284,1.2857142857142858,20.0,1.2857142857142858,0.5714285714285714,2.2857142857142856,34.857142857142854,30.428571428571427,1.5714285714285714,3.0,9.714285714285714,3.7142857142857144,3.4285714285714284,2.7142857142857144,2.0,1.8571428571428572,0.2857142857142857,0.2857142857142857,0.0,12.714285714285714,0.14285714285714285,0.0,0.2857142857142857,0.0,0.0,0.42857142857142855,31.142857142857142,20.428571428571427,10028,NYJ,77.71428571428571,7.928571428571429,4.942857142857143,0.2671428571428571,0.018285714285714287,2.857142857142857,2.2857142857142856,20.857142857142858,1.0,0.42857142857142855,1.5714285714285714,35.57142857142857,29.428571428571427,3.0,3.0,1.0,76.42857142857143,7.814285714285715,3.4571428571428577,0.18857142857142856,0.016285714285714285,1.0,1.4285714285714286,14.285714285714286,1.0,0.14285714285714285,3.4285714285714284,37.714285714285715,24.142857142857142,1.5714285714285714,5.571428571428571,10.857142857142858,3.142857142857143,3.0,3.0,3.0,2.2857142857142856,0.14285714285714285,0.0,0.14285714285714285,11.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,28.714285714285715,12.142857142857142
185,362,8,2020,7029,Tampa Bay,Def,tam,a,nyg,7,4300,10026,TAM,79.85714285714286,7.828571428571429,4.628571428571428,0.24871428571428572,0.012857142857142857,3.7142857142857144,1.5714285714285714,20.0,0.5714285714285714,0.42857142857142855,1.1428571428571428,39.57142857142857,25.714285714285715,1.8571428571428572,4.0,1.0,76.14285714285714,7.7285714285714295,3.828571428571429,0.2017142857142857,0.022714285714285715,2.0,1.4285714285714286,15.428571428571429,1.2857142857142858,0.42857142857142855,3.5714285714285716,39.285714285714285,21.714285714285715,1.5714285714285714,4.857142857142857,12.142857142857142,3.857142857142857,3.7142857142857144,3.5714285714285716,1.8571428571428572,1.5714285714285714,0.14285714285714285,0.0,0.14285714285714285,29.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,31.428571428571427,20.285714285714285,10023,NYG,78.85714285714286,7.757142857142857,4.471428571428571,0.2662857142857143,0.014857142857142857,2.7142857142857144,1.8571428571428572,21.142857142857142,0.7142857142857143,0.42857142857142855,2.5714285714285716,37.714285714285715,28.428571428571427,2.4285714285714284,2.857142857142857,1.0,70.57142857142857,7.771428571428572,4.0,0.22542857142857145,0.028714285714285716,1.2857142857142858,2.142857142857143,16.0,1.0,1.0,2.857142857142857,35.857142857142854,21.857142857142858,2.2857142857142856,3.4285714285714284,16.714285714285715,2.857142857142857,2.2857142857142856,2.142857142857143,2.4285714285714284,1.8571428571428572,0.5714285714285714,0.0,0.0,19.857142857142858,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,24.857142857142858,17.428571428571427
186,363,8,2020,7019,New Orleans,Def,nor,a,chi,7,3400,10020,NOR,79.83333333333333,7.166666666666667,4.883333333333333,0.2871666666666667,0.0105,3.3333333333333335,1.8333333333333333,22.666666666666668,0.5,0.3333333333333333,1.3333333333333333,37.166666666666664,28.166666666666668,1.8333333333333333,3.3333333333333335,1.0,76.33333333333333,7.183333333333334,4.3500000000000005,0.24233333333333337,0.010333333333333333,3.6666666666666665,1.1666666666666667,18.333333333333332,0.5,0.3333333333333333,2.3333333333333335,35.5,25.833333333333332,1.6666666666666667,3.3333333333333335,12.0,3.5,3.5,3.5,1.8333333333333333,1.8333333333333333,0.0,0.0,0.0,17.166666666666668,0.0,0.0,0.16666666666666666,0.0,0.0,0.16666666666666666,30.0,29.0,10005,CHI,79.57142857142857,8.0,4.2857142857142865,0.22985714285714284,0.016571428571428574,1.7142857142857142,2.7142857142857144,18.285714285714285,0.7142857142857143,0.5714285714285714,2.2857142857142856,38.285714285714285,27.571428571428573,3.4285714285714284,3.857142857142857,1.0,78.42857142857143,7.614285714285714,3.885714285714286,0.22799999999999998,0.01657142857142857,2.0,1.5714285714285714,18.0,1.2857142857142858,0.0,2.142857142857143,41.857142857142854,22.428571428571427,1.8571428571428572,4.714285714285714,22.857142857142858,1.7142857142857142,1.7142857142857142,1.5714285714285714,3.4285714285714284,2.7142857142857144,0.0,0.0,0.0,13.285714285714286,0.0,0.0,0.0,0.0,0.0,0.0,20.0,19.714285714285715
